title,bagofwords
Malcolm X,biography drama history spikelee denzelwashington angelabassett delroylindo spikelee biography drama history spikelee denzelwashington angelabassett delroylindo spikelee influential black nationalist leader time gangster early life biographical epic small nation ministry member islam controversial career 
Universal Soldier,action sci-fi rolandemmerich jean-claudevandamme dolphlundgren allywalker edo'ross action sci-fi rolandemmerich jean-claudevandamme dolphlundgren allywalker edo'ross top secret military experiment two rival soldiers creates superhuman warriors brought back vietnam life killed 
Under Siege,action thriller andrewdavis stevenseagal garybusey tommyleejones erikaeleniak action thriller andrewdavis stevenseagal garybusey tommyleejones erikaeleniak navy seal turned cook seize control u terrorists stop person group ex battleship 
White Men Can't Jump,comedy drama sport ronshelton wesleysnipes woodyharrelson rosieperez tyraferrell comedy drama sport ronshelton wesleysnipes woodyharrelson rosieperez tyraferrell white basketball hustlers join forces basketball tournament winning money street courts double chances black 
Candyman,horror thriller bernardrose virginiamadsen xanderberkeley tonytodd kasilemmons horror thriller bernardrose virginiamadsen xanderberkeley tonytodd kasilemmons skeptic grad student researching murderous soul accidentally summoned reality myth monster hook hand candyman 
Beethoven,comedy drama family brianlevant charlesgrodin bonniehunt deanjones nicholletom comedy drama family brianlevant charlesgrodin bonniehunt deanjones nicholletom slobbering st napping veterinarian must contend loving family bernard becomes henchmen dog center attention 
The Mighty Ducks,comedy drama family stephenherek emilioestevez jossackland lanesmith heidikling comedy drama family stephenherek emilioestevez jossackland lanesmith heidikling rag tag youth hockey team community service coaching centered minnesota lawyer sentenced self 
Far and Away,adventure drama romance ronhoward tomcruise nicolekidman thomasgibson robertprosky adventure drama romance ronhoward tomcruise nicolekidman thomasgibson robertprosky young irish couple flee subsequently struggle prosper freely obtain land states 
The Player,comedy crime drama robertaltman timrobbins gretascacchi fredward whoopigoldberg comedy crime drama robertaltman timrobbins gretascacchi fredward whoopigoldberg writer whose script sent death threats hollywood studio executive rejected one 
A River Runs Through It,drama robertredford craigsheffer bradpitt tomskerritt brendablethyn drama robertredford craigsheffer bradpitt tomskerritt brendablethyn stern minister -- one reserved one rebellious -- growing two sons rural montana fly fishing story devoted 
Chaplin,biography comedy drama richardattenborough robertdowneyjr. geraldinechaplin paulrhys johnthaw biography comedy drama richardattenborough robertdowneyjr. geraldinechaplin paulrhys johnthaw elderly charlie chaplin discusses wide success stricken childhood little tramp ingenious invention amazing journey world recounting poverty editor autobiography 
Sneakers,comedy crime drama philaldenrobinson robertredford danaykroyd sidneypoitier jomarr comedy crime drama philaldenrobinson robertredford danaykroyd sidneypoitier jomarr security pro finds past coming back particularly important item unique team tasked retrieving haunt 
The Crying Game,crime drama romance neiljordan stephenrea jayedavidson forestwhitaker mirandarichardson crime drama romance neiljordan stephenrea jayedavidson forestwhitaker mirandarichardson ira terrorists soon befriends one british soldier kidnapped becomes drawn soldier world captors 
The Muppet Christmas Carol,comedy drama family brianhenson michaelcaine kermitthefrog davegoelz misspiggy comedy drama family brianhenson michaelcaine kermitthefrog davegoelz misspiggy muppet characters tell classic tale christmas eve bitter miser version redemption old 
Hard Boiled,action crime thriller johnwoo chowyun-fat tonychiu-waileung teresamo philipchan action crime thriller johnwoo chowyun-fat tonychiu-waileung teresamo philipchan nails cop teams undercover agent sinister mobster tough shut crew 
Passenger 57,action crime thriller kevinhooks wesleysnipes brucepayne tomsizemore alexdatcher action crime thriller kevinhooks wesleysnipes brucepayne tomsizemore alexdatcher airline security expert must take action terrorists seize control passenger jet trapped finds 
Forever Young,drama romance sci-fi steveminer melgibson jamieleecurtis elijahwood isabelglasser drama romance sci-fi steveminer melgibson jamieleecurtis elijahwood isabelglasser pilot frozen cryogenics test body starts age rapidly 1939 awakes time running 1992 
"Honey, I Blew Up the Kid",adventure comedy family randalkleiser rickmoranis marciastrassman robertoliveri danielshalikar adventure comedy family randalkleiser rickmoranis marciastrassman robertoliveri danielshalikar time hilarious disaster strikes grow many stories tall new toddler son szalinski family experiment causes back 
Of Mice and Men,drama western garysinise johnmalkovich garysinise raywalston caseysiemaszko drama western garysinise johnmalkovich garysinise raywalston caseysiemaszko nomadic farm worker looks great depression giant friend gentle dimwitted 
Buffy the Vampire Slayer,action comedy fantasy franrubelkuzui kristyswanson donaldsutherland paulreubens rutgerhauer action comedy fantasy franrubelkuzui kristyswanson donaldsutherland paulreubens rutgerhauer flighty teenage girl buffy summers learns destined battler vampires generation 
Bad Lieutenant,crime drama thriller abelferrara harveykeitel brianmcelroy frankacciarito peggygormley crime drama thriller abelferrara harveykeitel brianmcelroy frankacciarito peggygormley corrupt new york city police detective young nun serious drug gambling addiction find forgiveness ways tries redemption rape investigating change 
The Hand That Rocks the Cradle,drama thriller curtishanson annabellasciorra rebeccademornay mattmccoy erniehudson drama thriller curtishanson annabellasciorra rebeccademornay mattmccoy erniehudson embittered pregnant widow loses humiliated husband kills woman vengeance mission family embarks child 
Stop! Or My Mom Will Shoot,action comedy rogerspottiswoode sylvesterstallone estellegetty jobethwilliams rogerrees action comedy rogerspottiswoode sylvesterstallone estellegetty jobethwilliams rogerrees tough police sergeant overbearing mother comes visit meddle life career begins 
Encino Man,comedy lesmayfield seanastin brendanfraser paulyshore meganward comedy lesmayfield seanastin brendanfraser paulyshore meganward two high school outcasts thaw actually enjoy life modern life turn gets frozen caveman back yard introduce find 
Romper Stomper,crime drama geoffreywright russellcrowe danielpollock jacquelinemckenzie alexscott crime drama geoffreywright russellcrowe danielpollock jacquelinemckenzie alexscott skinheads become alarmed way neighbourhood group changing 
Bitter Moon,drama romance thriller romanpolanski hughgrant kristinscottthomas emmanuelleseigner petercoyote drama romance thriller romanpolanski hughgrant kristinscottthomas emmanuelleseigner petercoyote cruise ship develops irresistible infatuation hearing stories eccentric paraplegic wife passenger 
The Lawnmower Man,horror sci-fi brettleonard jefffahey piercebrosnan jennywright markbringelson horror sci-fi brettleonard jefffahey piercebrosnan jennywright markbringelson simple man computer science turned genius application 
