title,bagofwords
Spell,horror thriller marktonderai omarihardwick lorettadevine lorraineburroughs hannahgonera horror thriller marktonderai omarihardwick lorettadevine lorraineburroughs hannahgonera traditional hoodoo practitioner man crash lands sinister ritual rural appalachia desperately tries dark magic break free blood moon save rise family awakens attic 
Chintu Ka Birthday,drama war devanshusingh satyanshusingh vinaypathak tillotamashome seemabhargava khaledmasso drama war devanshusingh satyanshusingh vinaypathak tillotamashome seemabhargava khaledmasso hearted iraqi landlord lends youngest member chintu get back home us invasion illegal migrants helping hand family prepares 6th birthday waiting one kind iraq india celebrate 
Adverse,crime thriller briana.metcalf thomasiannicholas mickeyrourke penelopeannmiller loudiamondphillips crime thriller briana.metcalf thomasiannicholas mickeyrourke penelopeannmiller loudiamondphillips rideshare driver discovers dangerous crime syndicate sister debt 
The Secrets We Keep,drama thriller yuvaladler noomirapace joelkinnaman chrismessina jacksondeanvincent drama thriller yuvaladler noomirapace joelkinnaman chrismessina jacksondeanvincent heinous war crimes wwii america seeks vengeance woman suburbs rebuilding post neighbor life kidnaps husband committed believes 
Wild Mountain Thyme,comedy drama romance johnpatrickshanley emilyblunt jamiedornan jonhamm christopherwalken comedy drama romance johnpatrickshanley emilyblunt jamiedornan jonhamm christopherwalken ireland get caught land dispute crossed lovers star pair family 
Your Name Engraved Herein,drama romance kuang-huiliu jean-françoisblanchard akirachen edwardchen davidhao-chichiu drama romance kuang-huiliu jean-françoisblanchard akirachen edwardchen davidhao-chichiu love amid family pressure martial law ends social stigma birdy fall taiwan jia homophobia han 1987 
Monsters of Man,action sci-fi thriller marktoia nealmcdonough bretttutor joserosete davidhaverty action sci-fi thriller marktoia nealmcdonough bretttutor joserosete davidhaverty us weapons manufacturer tests 4 killer robots heroin producers golden triangle goes haywire seasia 
Body Cam,horror mystery thriller malikvitthal maryj.blige natwolff davidzayas anikanonirose horror mystery thriller malikvitthal maryj.blige natwolff davidzayas anikanonirose routine traffic stop results supernatural force behind cop realizes footage grisly death attacks mount unexplained understand races play incident eyes colleague 
Undine,drama fantasy mystery christianpetzold paulabeer franzrogowski maryamzaree jacobmatschenz drama fantasy mystery christianpetzold paulabeer franzrogowski maryamzaree jacobmatschenz ancient myth catches urban development loves leaves historian lecturing undine works undine water return man kill betrays berlin 
Invasion,action sci-fi fedorbondarchuk irinastarshenbaum rinalmukhametov alexanderpetrov yuriyborisov action sci-fi fedorbondarchuk irinastarshenbaum rinalmukhametov alexanderpetrov yuriyborisov three years later mankind experience new encounter alien ship julia life changed fall 
Vanguard,action adventure comedy stanleytong jackiechan yangyang lunai miyamuqi action adventure comedy stanleytong jackiechan yangyang lunai miyamuqi covert security company vanguard deadliest mercenary organization last hope world targeted survival accountant 
The World to Come,drama monafastvold katherinewaterston vanessakirby caseyaffleck christopherabbott drama monafastvold katherinewaterston vanessakirby caseyaffleck christopherabbott 19th century american east coast frontier two neighboring couples battle hardship splendid yet testing landscape somewhere along witnessed psychologically physically mid isolation challenging 
Secret Society of Second Born Royals,action adventure comedy annamastro peytonelizabethlee nilesfitch isabellablake-thomas oliviadeeble action adventure comedy annamastro peytonelizabethlee nilesfitch isabellablake-thomas oliviadeeble secret training program born royals tasked new class follows sam world top second saving adventures 
Supernova,drama romance harrymacqueen colinfirth stanleytucci pippahaywood petermacqueen drama romance harrymacqueen colinfirth stanleytucci pippahaywood petermacqueen dementia two years ago traveling across england visit friends time together old rv important thing since tusker tusker sam places past family diagnosed 
The Lost Husband,drama romance vickywight lesliebibb joshduhamel noradunn herizenf.guardiola drama romance vickywight lesliebibb joshduhamel noradunn herizenf.guardiola life back together goat farm estranged aunt children move central texas trying put libby husband death 
Blithe Spirit,comedy fantasy romance edwardhall danstevens islafisher aimee-ffionedwards micheledotrice comedy fantasy romance edwardhall danstevens islafisher aimee-ffionedwards micheledotrice increasingly complex love triangle spiritualist medium holds deceased first wife current wife five years accidentally summons writer suffering writer spirit seance leads block 
Magic Camp,comedy family fantasy markwaters adamdevine jeffreytambor gillianjacobs nathanielloganmcintyre comedy family fantasy markwaters adamdevine jeffreytambor gillianjacobs nathanielloganmcintyre magic camp owner roy preston youth hoping former mentor camp urging returns reignite counselor career andy 
Zack Snyder's Justice League,action adventure fantasy zacksnyder henrycavill benaffleck galgadot amyadams action adventure fantasy zacksnyder henrycavill benaffleck galgadot amyadams bruce wayne aligns forces ultimate sacrifice ensure superman diana prince catastrophic proportions approaching threat world vain team recruit protect plans metahumans determined 
Godzilla vs. Kong,action sci-fi thriller adamwingard alexanderskarsgård milliebobbybrown rebeccahall briantyreehenry action sci-fi thriller adamwingard alexanderskarsgård milliebobbybrown rebeccahall briantyreehenry cinematic monsterverse pits two motion picture history epic next chapter one another mighty kong humanity caught greatest icons fearsome godzilla balance 
Mortal Kombat,action adventure fantasy simonmcquoid lewistan jessicamcnamee joshlawson joetaslim action adventure fantasy simonmcquoid lewistan jessicamcnamee joshlawson joetaslim mma fighter cole young seeks high stakes battle greatest champions universe stand outworld order enemies earth 
Army of the Dead,action crime horror zacksnyder davebautista ellapurnell anadelareguera omarihardwick action crime horror zacksnyder davebautista ellapurnell anadelareguera omarihardwick greatest heist ever attempted zombie outbreak ultimate gamble quarantine zone mercenaries take las vegas venturing pull group following 
Nobody,action crime drama ilyanaishuller bobodenkirk alekseyserebryakov connienielsen christopherlloyd action crime drama ilyanaishuller bobodenkirk alekseyserebryakov connienielsen christopherlloyd vengeful drug lord men becomes woman target intervenes help harassed group bystander 
Raya and the Last Dragon,animation action adventure donhall carloslópezestrada paulbriggs johnripa kellymarietran awkwafina gemmachan izaacwang animation action adventure donhall carloslópezestrada paulbriggs johnripa kellymarietran awkwafina gemmachan izaacwang warrior named raya imagined earth inhabited realm known last dragon ancient civilization kumandra find determined 
The Little Things,crime drama thriller johnleehancock denzelwashington ramimalek jaredleto chrisbauer crime drama thriller johnleehancock denzelwashington ramimalek jaredleto chrisbauer kern county deputy sheriff joe deacon serial killer quick evidence los angeles gathering assignment becomes embroiled terrorizing sent search instead city 
Coming 2 America,comedy craigbrewer eddiemurphy arseniohall shariheadley jermainefowler comedy craigbrewer eddiemurphy arseniohall shariheadley jermainefowler african monarch akeem learns united states unexpected heir must return lost son son relationship meet long build america 
The Dig,biography drama history simonstone careymulligan ralphfiennes lilyjames johnnyflynn biography drama history simonstone careymulligan ralphfiennes lilyjames johnnyflynn historically important excavation sutton hoo archaeologist embarks 1938 
The Mitchells vs the Machines,animation adventure comedy michaelrianda jeffrowe abbijacobson dannymcbride mayarudolph michaelrianda animation adventure comedy michaelrianda jeffrowe abbijacobson dannymcbride mayarudolph michaelrianda unlikeliest last hope suddenly become humanity robot apocalypse road trip dysfunctional family upended quirky middle find 
Judas and the Black Messiah,biography drama history shakaking danielkaluuya lakeithstanfield jesseplemons dominiquefishback biography drama history shakaking danielkaluuya lakeithstanfield jesseplemons dominiquefishback chairman fred hampton black panther party plea deal neal infiltrates illinois chapter gather intelligence william offered fbi 
The White Tiger,crime drama raminbahrani adarshgourav rajkummarrao priyankachopra vedantsinha crime drama raminbahrani adarshgourav rajkummarrao priyankachopra vedantsinha new york times bestseller ambitious indian driver uses epic journey based wit top rise poverty escape cunning 
The Woman in the Window,crime drama mystery joewright amyadams garyoldman anthonymackie fredhechinger crime drama mystery joewright amyadams garyoldman anthonymackie fredhechinger agoraphobic woman living alone new york begins spying new neighbors disturbing act witness violence 
Wrath of Man,action crime thriller guyritchie jasonstatham holtmccallany joshhartnett rocciwilliams action crime thriller guyritchie jasonstatham holtmccallany joshhartnett rocciwilliams dollars around los angeles cash truck company responsible plot follows h mysterious character working moving hundreds week millions cold 
Tom Clancy's Without Remorse,action thriller war stefanosollima michaelb.jordan jodieturner-smith jamiebell guypearce action thriller war stefanosollima michaelb.jordan jodieturner-smith jamiebell guypearce elite navy seal larger conspiracy wife path murder inside goes find avenge 
Outside the Wire,action adventure fantasy mikaelhåfström anthonymackie damsonidris enzocilenti emilybeecham action adventure fantasy mikaelhåfström anthonymackie damsonidris enzocilenti emilybeecham war zone finds secret android officer drone pilot sent nuclear attack near future top stop paired mission 
Cruella,comedy crime craiggillespie emmastone emmathompson joelfry paulwalterhauser comedy crime craiggillespie emmastone emmathompson joelfry paulwalterhauser action prequel feature film following young cruella de vil live 
Thunder Force,action adventure comedy benfalcone melissamccarthy octaviaspencer jasonbateman bobbycannavale action adventure comedy benfalcone melissamccarthy octaviaspencer jasonbateman bobbycannavale two estranged childhood best friends reunite one devises world treatment supervillains protect powers gives commonplace city 
Stowaway,drama sci-fi thriller joepenna annakendrick danieldaekim shamieranderson tonicollette drama sci-fi thriller joepenna annakendrick danieldaekim shamieranderson tonicollette unplanned passenger jeopardizes person crew mars faces impossible choice three mission lives everyone board 
Boss Level,action mystery sci-fi joecarnahan frankgrillo melgibson naomiwatts michelleyeoh action mystery sci-fi joecarnahan frankgrillo melgibson naomiwatts michelleyeoh retired special forces officer ending time loop trapped never death day 
Malcolm & Marie,drama romance samlevinson johndavidwashington zendaya drama romance samlevinson johndavidwashington zendaya one long night return home movie premiere turmoil tested relationship girlfriend face director 
Those Who Wish Me Dead,action drama thriller taylorsheridan angelinajolie nicholashoult finnlittle jonbernthal action drama thriller taylorsheridan angelinajolie nicholashoult finnlittle jonbernthal teenage murder witness finds survival expert tasked forest fire threatening twin assassins montana wilderness pursued protecting consume -- 
The Mauritanian,drama thriller kevinmacdonald taharrahim nouhehamadybari saadnahamoud mohamedyeslemmousse drama thriller kevinmacdonald taharrahim nouhehamadybari saadnahamoud mohamedyeslemmousse mohamedou ould slahi fights imprisoned without charge years u government freedom detained 
Palmer,drama fisherstevens justintimberlake junotemple alishawainwright ryderallen drama fisherstevens justintimberlake junotemple alishawainwright ryderallen troubled home convict strikes friendship ex boy 
Tom and Jerry,animation comedy family timstory chloëgracemoretz michaelpeña colinjost tom animation comedy family timstory chloëgracemoretz michaelpeña colinjost tom royal gate hotel chaotic battle ensues big wedding arrives tom cat taken refuge jerry mouse hired drive day away 
Cherry,crime drama anthonyrusso joerusso tomholland ciarabravo jackreynor forrestgoodluck crime drama anthonyrusso joerusso tomholland ciarabravo jackreynor forrestgoodluck true love life spirals college dropout cherry drifts army medic world war struggles returning ptsd place iraq find emily drugs crime anchored 
Chaos Walking,action adventure fantasy dougliman tomholland daisyridley demiánbichir davidoyelowo action adventure fantasy dougliman tomholland daisyridley demiánbichir davidoyelowo two unlikely companions embark unexplored planet perilous adventure inner thoughts disorienting reality try seen heard everyone escape dangerous badlands 
Redemption Day,action drama thriller hichamhajji garydourdan serindaswan andygarcia bricebexter action drama thriller hichamhajji garydourdan serindaswan andygarcia bricebexter war hero brad paxton races shadowy forces deadly operation terrorists rescue ransom powerful pits love life kidnapped held daring clock 
Things Heard & Seen,drama horror mystery sharispringerberman robertpulcini amandaseyfried jamesnorton nataliadyer alexneustaedter drama horror mystery sharispringerberman robertpulcini amandaseyfried jamesnorton nataliadyer alexneustaedter sinister darkness new home hudson valley artist relocates suspect rivals one marriage history begins 
Space Sweepers,action adventure drama sung-heejo songjoong-ki kimtae-ri jinseon-kyu hae-jinyoo action adventure drama sung-heejo songjoong-ki kimtae-ri jinseon-kyu hae-jinyoo space junk collector ship called humanoid robot named dorothy risky business deal year 2092 mass destruction get involved weapon victory set known follows discover crew 
Moxie,comedy drama music amypoehler hadleyrobinson laurentsai alyciapascual-pena nicohiraga comedy drama music amypoehler hadleyrobinson laurentsai alyciapascual-pena nicohiraga confident new friend anonymous zine calling shy 16 rebellious past old publishes year sexism school mom inspired 
Bad Trip,comedy kitaosakurai ericandré michaelaconlin lilrelhowery tiffanyhaddish comedy kitaosakurai ericandré michaelaconlin lilrelhowery tiffanyhaddish real hidden camera prank show follows scripted buddy comedy road movie shocking real pranks country road trip two buds stuck storyline sets outrageous misadventures rut nyc mix embark cross 
To All the Boys: Always and Forever,comedy drama romance michaelfimognari lanacondor noahcentineo janelparrish annacathcart comedy drama romance michaelfimognari lanacondor noahcentineo janelparrish annacathcart high school takes center stage lara jean returns without peter senior year family trip college plans korea considers 
Yes Day,comedy family miguelarteta jennifergarner edgarramírez jennaortega julianlerner comedy family miguelarteta jennifergarner edgarramírez jennaortega julianlerner wildest requests whirlwind day usually say say yes ground rules mom kids fun decide dad adventure 
Wrong Turn,"horror thriller mikep.nelson charlottevega adainbradley billsage emmadumont horror thriller mikep.nelson charlottevega adainbradley billsage emmadumont friends hiking foundation ', appalachian trail years people mountains lived hundreds confronted community "
The Marksman,action drama thriller robertlorenz katherynwinnick liamneeson teresaruiz juanpabloraba action drama thriller robertlorenz katherynwinnick liamneeson teresaruiz juanpabloraba young mexican boy desperately fleeing arizona border becomes unlikely defender cartel assassins u rancher pursued 
The Map of Tiny Perfect Things,comedy fantasy romance iansamuels kathrynnewton kyleallen jermaineharris annamikami comedy fantasy romance iansamuels kathrynnewton kyleallen jermaineharris annamikami two teens titular map day repeatedly live enabling create 
Bliss,drama romance sci-fi mikecahill owenwilson salmahayek nestacooper jorgelendeborgjr. drama romance sci-fi mikecahill owenwilson salmahayek nestacooper jorgelendeborgjr. bending love story following greg broken world around woman living mysterious isabel computer simulation streets recently polluted mind meets fired divorced convinced 
Willy's Wonderland,action comedy horror kevinlewis nicolascage emilytosta bethgrant ricreitz action comedy horror kevinlewis nicolascage emilytosta bethgrant ricreitz mundane tasks suddenly become titans clash -- quiet drifter one side kicks land janitorial job fists fly demonic animatronics condemned willy wonderland wave tricked survival make fight alive 
Spiral,crime horror mystery darrenlynnbousman chrisrock samuell.jackson maxminghella marisolnichols crime horror mystery darrenlynnbousman chrisrock samuell.jackson maxminghella marisolnichols terrifying new chapter criminal mastermind unleashes twisted form spiral saw justice book 
Red Dot,drama horror thriller alaindarborg anastasiossoulis nannablondell johanneskuhnke kalledmustonen drama horror thriller alaindarborg anastasiossoulis nannablondell johanneskuhnke kalledmustonen nadja becomes pregnant romantic trip turns hiking trip traveling sweden soon relationship rekindle north nightmare make attempt 
Deadly Illusions,drama thriller annaelizabethjames shanolahampton dermotmulroney kristindavis greergrammer drama thriller annaelizabethjames shanolahampton dermotmulroney kristindavis greergrammer bestselling novelist suffering reality starts new nanny block hires writer line fiction children blur 
The United States vs. Billie Holiday,biography drama music leedaniels andraday trevanterhodes garretthedlund natashalyonne biography drama music leedaniels andraday trevanterhodes garretthedlund natashalyonne black federal agent jimmy fletcher undercover sting operation led federal department tumultuous affair follows holiday targeted narcotics career 
The Conjuring: The Devil Made Me Do It,horror mystery thriller michaelchaves patrickwilson verafarmiga ruairio'connor sarahcatherinehook horror mystery thriller michaelchaves patrickwilson verafarmiga ruairio'connor sarahcatherinehook warrens investigate demonic possession murder may linked 
Locked Down,comedy crime romance dougliman chiwetelejiofor annehathaway sonic duléhill comedy crime romance dougliman chiwetelejiofor annehathaway sonic duléhill stakes jewelry heist department store couple attempts risk high 
Barb and Star Go to Vista Del Mar,comedy joshgreenbaum kristenwiig anniemumolo jamiedornan damonwayansjr. comedy joshgreenbaum kristenwiig anniemumolo jamiedornan damonwayansjr. small midwestern town lifelong friends barb star embark first time lifetime leave ever decide adventure 
Finding 'Ohana,action adventure comedy judeweng keapeahu alexaiono lindsaywatson owenvaccaro action adventure comedy judeweng keapeahu alexaiono lindsaywatson owenvaccaro ‘ ahu takes lost treasure sets two brooklyn raised siblings new friends journal pointing hawaiian heritage exciting turn epic adventure summer rural reconnect long leads 
The Vault,action adventure thriller jaumebalagueró freddiehighmore astridbergès-frisbey samriley liamcunningham action adventure thriller jaumebalagueró freddiehighmore astridbergès-frisbey samriley liamcunningham genius engineering graduate spain safe interested follows bank 
Voyagers,adventure sci-fi thriller neilburger colinfarrell tyesheridan lily-rosedepp fionnwhitehead adventure sci-fi thriller neilburger colinfarrell tyesheridan lily-rosedepp fionnwhitehead generational mission descend real paranoia multi madness knowing crew astronauts 
The Girl on the Train,crime drama mystery ribhudasgupta aditiraohydari parineetichopra kirtikulhari hitenpatel crime drama mystery ribhudasgupta aditiraohydari parineetichopra kirtikulhari hitenpatel train passes daily something shocking happens seemingly perfect couple daily commute fantasizing story follows recent divorcee one day spends live house 
The Unholy,drama horror mystery evanspiliotopoulos jeffreydeanmorgan cricketbrown williamsadler katieaselton drama horror mystery evanspiliotopoulos jeffreydeanmorgan cricketbrown williamsadler katieaselton terrifying events unfold virgin mary suddenly hear something much people flock impaired girl work witness visited speak sinister sick miracles hearing heal 
Music,drama musical sia katehudson leslieodomjr. maddieziegler marykayplace drama musical sia katehudson leslieodomjr. maddieziegler marykayplace sister named music film explores two young girl sole guardian receives news newly sober favorite themes creating family autism spectrum zu voice sia half finding become 
Cosmic Sin,action adventure sci-fi edwarddrake frankgrillo brucewillis brandonthomaslee coreylarge action adventure sci-fi edwarddrake frankgrillo brucewillis brandonthomaslee coreylarge seven rogue soldiers launch newly discovered alien civilization preemptive strike interstellar war starts hopes ending 
F9: The Fast Saga,action adventure crime justinlin vindiesel michellerodriguez jordanabrewster tyresegibson action adventure crime justinlin vindiesel michellerodriguez jordanabrewster tyresegibson younger brother take revenge cipher enlists team jakob help dom 
SAS: Red Notice,action magnusmartens samheughan rubyrose andyserkis hannahjohn-kamen action magnusmartens samheughan rubyrose andyserkis hannahjohn-kamen well trained criminals led train deep beneath small army grace lewis english channel hijacked 
Crisis,"drama thriller nicholasjarecki garyoldman armiehammer evangelinelilly gregkinnear drama thriller nicholasjarecki garyoldman armiehammer evangelinelilly gregkinnear ... see full summary » cartel fentanyl smuggling operation drug trafficker arranges three stories opioids collide architect recovering world u multi canada ., "
Flora & Ulysses,adventure comedy family lenakhan matildalawler alysonhannigan benschwartz benjaminevanainsworth adventure comedy family lenakhan matildalawler alysonhannigan benschwartz benjaminevanainsworth possesses unique superhero powers ultimately change flora flora rescues outlook forever names ulysses humorous complications take squirrel life discover amazed adventure 
Land,drama robinwright robinwright demiánbichir sarahdawnpledge kimdickens drama robinwright robinwright demiánbichir sarahdawnpledge kimdickens bereaved woman seeks new life wyoming grid 
Girl in the Basement,crime thriller elisabethröhm juddnelson stefaniescott joelyfisher emmamyers crime thriller elisabethröhm juddnelson stefaniescott joelyfisher emmamyers could even blow teen girl move away looking forward controlling father 18th birthday sara imprisons home candles basement 
Justice Society: World War II,animation action adventure jeffwamester stanakatic mattbomer omidabtahi geoffreyarend animation action adventure jeffwamester stanakatic mattbomer omidabtahi geoffreyarend world war 2 justice society heroes aiding changes history sends group future america ally allies adventure acquire 
Batman: Soul of the Dragon,animation action adventure samliu davidgiuntoli markdacascos kellyhu michaeljaiwhite animation action adventure samliu davidgiuntoli markdacascos kellyhu michaeljaiwhite missing teacher martial arts include batman distant students subject quest devoted brilliant 1970s 
Fear of Rain,drama horror thriller castillelandon katherineheigl harryconnickjr. madisoniseman israelbroussard drama horror thriller castillelandon katherineheigl harryconnickjr. madisoniseman israelbroussard even sure exists terrifying hallucinations schizophrenia struggles girl living suspect person neighbor kidnapped child caleb boy believes begins 
A Week Away,drama family musical romanwhite kevinquinn baileemadison jahbrilcook katconnersterling drama family musical romanwhite kevinquinn baileemadison jahbrilcook katconnersterling nowhere left first time father figure hawkins finds finally finds finds run instinct home heart go girl friend even camp awakens 
The Virtuoso,action crime thriller nickstagliano ansonmount abbiecornish anthonyhopkins davidmorse action crime thriller nickstagliano ansonmount abbiecornish anthonyhopkins davidmorse professional assassin accepts murder descend upon sleepy town new assignment enigmatic boss deception danger 
I Am All Girls,crime drama mystery donovanmarsh ericawessels masasambangeni deonlotz hlubimboya crime drama mystery donovanmarsh ericawessels masasambangeni deonlotz hlubimboya global child sex trafficking syndicate special crimes investigator forms unlikely bond serial killer bring 
Silk Road,crime drama thriller tillerrussell nickrobinson jenniferyun jimmisimpson jasonclarke crime drama thriller tillerrussell nickrobinson jenniferyun jimmisimpson jasonclarke something ross ulbricht creates silk road dea agent rick bowden goes undercover dark net website sells drugs philosophical twenty bring 
Breaking News in Yuba County,comedy crime drama tatetaylor allisonjanney milakunis reginahall awkwafina comedy crime drama tatetaylor allisonjanney milakunis reginahall awkwafina woman takes advantage growing celebrity status public think dead husband police missing 
Son,horror thriller ivankavanagh andimatichak emilehirsch lukedavidblumm cranstonjohnson horror thriller ivankavanagh andimatichak emilehirsch lukedavidblumm cranstonjohnson young boy contracts mother must decide terrifying forces mysterious illness protect past go far 
Vanquish,action crime thriller georgegallo morganfreeman rubyrose patrickmuldoon nickvallelonga action crime thriller georgegallo morganfreeman rubyrose patrickmuldoon nickvallelonga retired cop damon forces victoria russian drug courier behind daughter hostage dark past victoria trying put mother holding bidding 
First Signal,drama history sci-fi marklund paulnoonan conortimmis wendyhartman patiencemcstravick drama history sci-fi marklund paulnoonan conortimmis wendyhartman patiencemcstravick air force space command receives president reveals government conspiracy emergency meeting earth orbit alien satellite signal 
In the Earth,horror sci-fi thriller benwheatley joelfry reeceshearsmith hayleysquires elloratorchia horror sci-fi thriller benwheatley joelfry reeceshearsmith hayleysquires elloratorchia park scout venture deep routine equipment run world searches disastrous virus scientist forest cure 
Secret Magic Control Agency,animation adventure comedy alekseytsitsilin ericaschroeder maryo'brady georgettereilly marcthompson animation adventure comedy alekseytsitsilin ericaschroeder maryo'brady georgettereilly marcthompson secret magic control agency sends two best agents gingerbread house witch hansel gretel fight 
Blue Miracle,adventure biography drama julioquintana dennisquaid danawheeler-nicholson brucemcgill raymondcruz adventure biography drama julioquintana dennisquaid danawheeler-nicholson brucemcgill raymondcruz lucrative fishing competition strapped orphanage kids partner boat captain win washed save guardian chance cash 
Happily,comedy crime romance bendavidgrabinski kerrybishé joelmchale almadrigal nataliezea comedy crime romance bendavidgrabinski kerrybishé joelmchale almadrigal nataliezea mysterious stranger leads dark romantic comedy tense couples happily married dead body years visit trip tom questions may lot janet friends actually 
The Djinn,horror thriller davidcharbonier justinpowell ezradewey robbrownstein tevypoe johnerickson horror thriller davidcharbonier justinpowell ezradewey robbrownstein tevypoe johnerickson sinister monster mute boy greatest desire wish trapped makes heart fulfill apartment 
Together Together,comedy nikolebeckwith pattiharrison edhelms rosalindchao timmsharp comedy nikolebeckwith pattiharrison edhelms rosalindchao timmsharp young loner becomes two strangers come unexpected relationship single man gestational surrogate realize perceptions particulars love connection challenge boundaries 40s 
Payback,thriller josephmensch mattlevett tobyleonardmoore annabaryshnikov levgorn thriller josephmensch mattlevett tobyleonardmoore annabaryshnikov levgorn controlled wall street firm gets betrayed young stockbroker six years seeks revenge gets sent prison mob 
Infinitum: Subject Unknown,sci-fi matthewbutler-hart toributler-hart ianmckellen conlethhill wendymuirhart sci-fi matthewbutler-hart toributler-hart ianmckellen conlethhill wendymuirhart sir ian mckellen british science fiction tori butler parallel universe conleth hill bending slice way trapped reality mind late jane hart forced find cameos alter 
Great White,horror thriller martinwilson katrinabowden aaronjakubenko kimietsukakoshi timkano horror thriller martinwilson katrinabowden aaronjakubenko kimietsukakoshi timkano eating sharks lurking beneath remote atoll turns fun filled flight freak accident five passengers 100 miles trapped surface shore seaplane raft nightmare man destroyed 
The Power,horror corinnafaith marksmith marleychesham rosewilliams diveenhenry horror corinnafaith marksmith marleychesham rosewilliams diveenhenry striking miners switch power across britain young nurse walls lurks terrifying presence night shift everyone around crumbling hospital work threatens inside forced consume 1974 
Born a Champion,action drama sport alexranarivelo katrinabowden dennisquaid seanpatrickflanery costasmandylor action drama sport alexranarivelo katrinabowden dennisquaid seanpatrickflanery costasmandylor first american black belts unsanctioned mma tournament gets pulled away mickey kelley brazilian jiu one loves jitsu everything 
Every Breath You Take,drama mystery thriller vaughnstein caseyaffleck michellemonaghan samclaflin veronicaferres drama mystery thriller vaughnstein caseyaffleck michellemonaghan samclaflin veronicaferres whose client commits suicide family life disrupted surviving brother wife psychiatrist introducing finds daughter 
Ji hun,"drama mystery sci-fi wei-haocheng chenchang janinechun-ningchang ankesun christopherming-shunlee drama mystery sci-fi wei-haocheng chenchang janinechun-ningchang ankesun christopherming-shunlee ... see full summary » janine chang ), learned prosecutor liang wenchao zhang zhen wang shicong famous group died tragically criminal police wife home chairman bao "
Twist,action drama martinowen dominicditommaso lenaheadey samuelleakey sallycollett action drama martinowen dominicditommaso lenaheadey samuelleakey sallycollett oliver twist modern take classic tale 
Doors,sci-fi samankesh jeffdesom dugano'neal kathykhanh juliannecollins aricfloyd roryannedahl sci-fi samankesh jeffdesom dugano'neal kathykhanh juliannecollins aricfloyd roryannedahl ... see full summary » mankind must work together suddenly appear around without warning mysterious alien understand rush reason millions globe doors determine arrival 
Bad President,comedy fantasy paramgill eddiegriffin robertamico zangangelfire donbaldaramos comedy fantasy paramgill eddiegriffin robertamico zangangelfire donbaldaramos devil encourages media personality donald trump throughout trump devil wonders united states political puppet many gaffes winning run president even chance 
Narco Sub,action crime drama shawnwelling tomvera tomsizemore leemajors robertlasardo action crime drama shawnwelling tomvera tomsizemore leemajors robertlasardo save man family criminal become 
Know Fear,horror jamisonm.locascio davidalanbasche amycarlson mallorybechtel jackdifalco horror jamisonm.locascio davidalanbasche amycarlson mallorybechtel jackdifalco ... see full summary » ritual forcing donald capel dangerous ritual book used banish demons family activate family wife possession member identify 
One and the Same,mystery felipecisneros acoryéwhite makenataylor glennplummer ignacyomatynia mystery felipecisneros acoryéwhite makenataylor glennplummer ignacyomatynia teenage boy named robbie experiment beyond space young woman secret facility past life malevolent path uncovering time lola killed justice invited ex embarks discovers con 
The Seventh Day,horror mystery justinp.lange guypearce vadhirderbez stephenlang bradyjenness horror mystery justinp.lange guypearce vadhirderbez stephenlang bradyjenness rookie priest renowned exorcist plunge deeper first day evil blur demons emerge training teams lines hell good earth 
Jakob's Wife,horror travisstevens barbaracrampton larryfessenden bonnieaarons nyishabell horror travisstevens barbaracrampton larryfessenden bonnieaarons nyishabell past 30 years heavy body count town minister new sense live bolder change comes small shrinking power master married life however feels encountering brings appetite anne 
Sensation,mystery sci-fi thriller martingrof eugenesimon emilywyatt jennifermartin marybethhavens mystery sci-fi thriller martingrof eugenesimon emilywyatt jennifermartin marybethhavens secret superhuman dna program send information based research facility lowly postman top senses revealed receive others inducted control able 
A (Ad Infinitum),family thriller ugandharmuni preethiasrani basha beemaraju bharadwaj family thriller ugandharmuni preethiasrani basha beemaraju bharadwaj ... see full summary » nine km away man getting rescued rescued person ngo fifty new life film opens doctors certify memory lost hyderabad eventually begins 
Downfalls High,"drama musical romance machinegunkelly modsun sydneysweeney chasehudson machinegunkelly travisbarker drama musical romance machinegunkelly modsun sydneysweeney chasehudson machinegunkelly travisbarker meets popular high school girl scarlett sydney sweeney ), musical drama featuring machine gun kelly lonely teenager fenix two form chase hudson shapes rest reserved music life bond "
Agent Revelation,action sci-fi thriller derekting derekting michaeldorn kaylaewell caroleweyers action sci-fi thriller derekting derekting michaeldorn kaylaewell caroleweyers take ... see full summary » mysteriously affects jim yung underground base gains superpowers controls humans ancient dust jim unleashed trained taken operative 
Seobok,action sci-fi thriller yong-joolee parkbo-gum gongyoo jangyoung-nam woo-jinjo action sci-fi thriller yong-joolee parkbo-gum gongyoo jangyoung-nam woo-jinjo ex intelligence agent ki heon first ever human clone safely transporting seo bok several forces try seo bok take control eternal life tasked serve secret holds agendas 
Detective Chinatown 3,action adventure comedy sichengchen baoqiangwang haoranliu satoshitsumabuki tonyjaa action adventure comedy sichengchen baoqiangwang haoranliu satoshitsumabuki tonyjaa detectives tang ren major crime occurs strongest detectives qin feng crime tokyo laughter invited investigate bursts break battle asia 
Bad Luck Banging or Loony Porn,comedy drama radujude katiapascariu claudiaieremia olimpiamalai nicodimungureanu comedy drama radujude katiapascariu claudiaieremia olimpiamalai nicodimungureanu personal sex tape school teacher parents demanding emi refuses emi threat surrender reputation pressure meet leaked internet forced finds dismissal career 
