title,bagofwords
Rambo: Last Blood,action thriller adriangrunberg sylvesterstallone pazvega sergioperis-mencheta adrianabarraza action thriller adriangrunberg sylvesterstallone pazvega sergioperis-mencheta adrianabarraza ruthless combat skills rambo must confront final mission exact revenge unearth past 
Brightburn,drama horror mystery davidyarovesky elizabethbanks daviddenman jacksona.dunn abrahamclinkscales drama horror mystery davidyarovesky elizabethbanks daviddenman jacksona.dunn abrahamclinkscales another world crash something far sinister proved mankind landed instead hero earth child becoming 
Pet Sematary,horror mystery thriller kevinkölsch denniswidmyer jasonclarke amyseimetz johnlithgow jetélaurence horror mystery thriller kevinkölsch denniswidmyer jasonclarke amyseimetz johnlithgow jetélaurence mysterious burial ground hidden deep two young children couple soon discover woods near rural maine new home louis creed wife relocate rachel dr boston 
Angel Has Fallen,action thriller ricromanwaugh gerardbutler frederickschmidt dannyhuston rocciwilliams action thriller ricromanwaugh gerardbutler frederickschmidt dannyhuston rocciwilliams real threat must evade mike banning attempted assassination uncover tries president framed fbi agency 
"Extremely Wicked, Shockingly Evil and Vile",biography crime drama joeberlinger lilycollins zacefron angelasarafyan sydneyvollmer biography crime drama joeberlinger lilycollins zacefron angelasarafyan sydneyvollmer ted bundy longtime girlfriend years truth refused perspective liz crimes chronicle believe 
Hellboy,action adventure fantasy neilmarshall davidharbour millajovovich ianmcshane sashalane action adventure fantasy neilmarshall davidharbour millajovovich ianmcshane sashalane ancient sorceress bent mike mignola graphic novels worlds supernatural revenge human hellboy caught battles based 
The Highwaymen,biography crime drama johnleehancock kevincostner woodyharrelson kathybates johncarrolllynch biography crime drama johnleehancock kevincostner woodyharrelson kathybates johncarrolllynch untold true story legendary detectives clyde brought bonnie 
I Am Mother,drama mystery sci-fi grantsputore lukehawker rosebyrne maddielenton hazelsandery drama mystery sci-fi grantsputore lukehawker rosebyrne maddielenton hazelsandery inexplicable stranger arrives unique bond teenage girl robot designed alarming news wake threatened repopulate raised humanity extinction earth 
Polar,action crime drama jonasåkerlund madsmikkelsen vanessahudgens katherynwinnick feiren action crime drama jonasåkerlund madsmikkelsen vanessahudgens katherynwinnick feiren retiring assassin suddenly finds receiving end employer seeking aging employees pensions none hit contracted cash 
Crawl,action horror thriller alexandreaja kayascodelario barrypepper morfyddclark rossanderson action horror thriller alexandreaja kayascodelario barrypepper morfyddclark rossanderson category 5 hurricane young woman must fight flooding house trapped save life finds father attempting alligators 
The Peanut Butter Falcon,adventure comedy drama tylernilson michaelschwartz zackgottsagen annowens dakotajohnson brucedern adventure comedy drama tylernilson michaelschwartz zackgottsagen annowens dakotajohnson brucedern zak runs away wrestler come true care home make dream becoming 
Midway,action drama history rolandemmerich edskrein patrickwilson woodyharrelson lukeevans action drama history rolandemmerich edskrein patrickwilson woodyharrelson lukeevans told story sailors midway leaders fought battle 
Richard Jewell,biography crime drama clinteastwood paulwalterhauser samrockwell brandonstanley ryanboz biography crime drama clinteastwood paulwalterhauser samrockwell brandonstanley ryanboz security guard richard jewell 1996 atlanta olympics life becomes instant hero fbi leaks bomb attack suspect nightmare media foiling case 
Fighting with My Family,biography comedy drama stephenmerchant dwaynejohnson lenaheadey vincevaughn florencepugh biography comedy drama stephenmerchant dwaynejohnson lenaheadey vincevaughn florencepugh joining world wrestling entertainment small venues around living performing kids dream former wrestler family make country 
Dumbo,adventure family fantasy timburton colinfarrell michaelkeaton dannydevito evagreen adventure family fantasy timburton colinfarrell michaelkeaton dannydevito evagreen friends discover dark secrets beneath whose oversized ears enable young elephant struggling circus shiny veneer new venture helps save circus plans fly dumbo 
Dark Waters,biography drama history toddhaynes markruffalo annehathaway timrobbins billpullman biography drama history toddhaynes markruffalo annehathaway timrobbins billpullman corporate defense attorney takes lengthy history environmental lawsuit chemical company pollution exposes 
Anna,action thriller lucbesson sashaluss helenmirren lukeevans cillianmurphy action thriller lucbesson sashaluss helenmirren lukeevans cillianmurphy striking beauty lies feared government assassins beneath anna poliatova indelible strength become one world unleash skill secret 
A Beautiful Day in the Neighborhood,biography drama marielleheller tomhanks matthewrhys chriscooper susankelechiwatson biography drama marielleheller tomhanks matthewrhys chriscooper susankelechiwatson journalist lloyd vogel true story life friendship fred rogers real based 
Isn't It Romantic,comedy fantasy musical toddstrauss-schulson rebelwilson liamhemsworth adamdevine priyankachopra comedy fantasy musical toddstrauss-schulson rebelwilson liamhemsworth adamdevine priyankachopra young woman disenchanted love mysteriously finds trapped inside romantic comedy 
Scary Stories to Tell in the Dark,adventure horror mystery andréøvredal zoemargaretcolletti michaelgarza gabrielrush austinabrams adventure horror mystery andréøvredal zoemargaretcolletti michaelgarza gabrielrush austinabrams two friends meet sinister notebook mysterious drifter halloween 1968 uncover stories stella ramón 
Good Boys,adventure comedy genestupnitsky jacobtremblay keithl.williams bradynoon mollygordon adventure comedy genestupnitsky jacobtremblay keithl.williams bradynoon mollygordon three 6th grade boys ditch school carrying accidentally stolen drugs way home teenage girls epic journey awaited party trying time make long hunted embark 
Happy Death Day 2U,comedy horror mystery christopherlandon jessicarothe israelbroussard phivu surajsharma comedy horror mystery christopherlandon jessicarothe israelbroussard phivu surajsharma tree gelbman discovers surprisingly easier lie ahead dying dangers 
Annabelle Comes Home,horror mystery thriller garydauberman verafarmiga patrickwilson mckennagrace madisoniseman horror mystery thriller garydauberman verafarmiga patrickwilson mckennagrace madisoniseman friend unknowingly awaken evil spirit trapped lorraine warren teenager ed doll daughter babysitting 
Charlie's Angels,action adventure comedy elizabethbanks kristenstewart naomiscott ellabalinska elizabethbanks action adventure comedy elizabethbanks kristenstewart naomiscott ellabalinska elizabethbanks young systems engineer blows protect us dangerous technology whistle putting lives line charlie called angels action 
Cold Pursuit,action comedy crime hanspettermoland liamneeson lauradern micheálrichardson michaeleklund action comedy crime hanspettermoland liamneeson lauradern micheálrichardson michaeleklund grieving snowplow driver seeks drug dealers son revenge killed 
The Dead Don't Die,comedy fantasy horror jimjarmusch billmurray adamdriver tomwaits chloësevigny comedy fantasy horror jimjarmusch billmurray adamdriver tomwaits chloësevigny dead start rising zombie horde peaceful town centerville finds graves battling 
Fractured,mystery thriller bradanderson samworthington lilyrabe lucycapri adjoaandoh mystery thriller bradanderson samworthington lilyrabe lucycapri adjoaandoh daughter go missing something strange gas station couple stops daughter wife hurry hospital going fractured arm 6 
Last Christmas,comedy drama fantasy paulfeig madisoningoldsby emmathompson borisisakovic lucymiller comedy drama fantasy paulfeig madisoningoldsby emmathompson borisisakovic lucymiller year round christmas store young woman subscribed wannabe singer new turn meets tom life takes bad decisions working true seems kate however good elf 
The Lego Movie 2: The Second Part,animation action adventure mikemitchell chrispratt elizabethbanks willarnett tiffanyhaddish animation action adventure mikemitchell chrispratt elizabethbanks willarnett tiffanyhaddish five years since everything wrecking everything faster lego duplo invaders huge new threat outer space rebuild facing citizens awesome 
Velvet Buzzsaw,horror mystery thriller dangilroy jakegyllenhaal renerusso zaweashton tomsturridge horror mystery thriller dangilroy jakegyllenhaal renerusso zaweashton tomsturridge contemporary art world scene big money artists art collides satire set los angeles high price collectors pay mega commerce 
Dolemite Is My Name,biography comedy drama craigbrewer eddiemurphy keegan-michaelkey mikeepps craigrobinson biography comedy drama craigbrewer eddiemurphy keegan-michaelkey mikeepps craigrobinson life legend rudy ray moore fu fighting alter ego eddie murphy portrays real proved naysayers wrong 1970s blaxploitation phenomenon rap pioneer obscene kung hilarious dolemite comedy became 
21 Bridges,action crime thriller briankirk chadwickboseman siennamiller j.k.simmons stephanjames action crime thriller briankirk chadwickboseman siennamiller j.k.simmons stephanjames embattled nypd detective unexpected conspiracy cop killers citywide manhunt uncovering thrust pair massive 
The Farewell,comedy drama luluwang shuzhenzhao awkwafina xmayo honglu comedy drama luluwang shuzhenzhao awkwafina xmayo honglu chinese family discovers wedding short scheduling live left keep grandmother gather dies decide dark 
The Secret Life of Pets 2,animation adventure comedy chrisrenaud jonathandelval pattonoswalt kevinhart harrisonford ericstonestreet animation adventure comedy chrisrenaud jonathandelval pattonoswalt kevinhart harrisonford ericstonestreet secret lives pet friends owners leave work story school max following day continuing 
Just Mercy,biography crime drama destindanielcretton michaelb.jordan jamiefoxx brielarson charliepyejr. biography crime drama destindanielcretton michaelb.jordan jamiefoxx brielarson charliepyejr. renowned civil rights defense attorney bryan stevenson works wrongly condemned death row prisoner world free 
Captive State,action horror sci-fi rupertwyatt johngoodman ashtonsanders jonathanmajors verafarmiga action horror sci-fi rupertwyatt johngoodman ashtonsanders jonathanmajors verafarmiga chicago neighborhood nearly extraterrestrial force captive state sides set occupation lives explores dissidents decade conflict collaborators 
The Hustle,comedy crime chrisaddison annehathaway rebelwilson alexsharp timblakenelson comedy crime chrisaddison annehathaway rebelwilson alexsharp timblakenelson two con women one low rent high class wronged team take men 
In the Tall Grass,horror mystery sci-fi vincenzonatali laysladeoliveira averywhitted patrickwilson willbuiejr. horror mystery sci-fi vincenzonatali laysladeoliveira averywhitted patrickwilson willbuiejr. something evil lurks within young boy vast field tall grass soon discover brother venture way sister may kansas help hearing cry ... 
Five Feet Apart,drama romance justinbaldoni haleylurichardson colesprouse moisesarias kimberlyhebertgregory drama romance justinbaldoni haleylurichardson colesprouse moisesarias kimberlyhebertgregory must avoid close physical contact cystic fibrosis meet disease means though teenagers pair love hospital fall 
Always Be My Maybe,comedy romance nahnatchkakhan aliwong randallpark jamessaito michellebuteau comedy romance nahnatchkakhan aliwong randallpark jamessaito michellebuteau marcus would wind everyone assumed sasha two start together except 15 years sasha marcus wonder reconnecting maybe 
Shaft,action comedy crime timstory samuell.jackson jessiet.usher richardroundtree reginahall action comedy crime timstory samuell.jackson jessiet.usher richardroundtree reginahall cyber security expert untimely death truth behind jj shaft best friend uncover mit help family enlists degree 
Motherless Brooklyn,crime drama mystery edwardnorton edwardnorton gugumbatha-raw alecbaldwin willemdafoe crime drama mystery edwardnorton edwardnorton gugumbatha-raw alecbaldwin willemdafoe lonely private detective afflicted 1950s new york syndrome ventures tourette solve murder mentor friend 
The Laundromat,comedy crime drama stevensoderbergh garyoldman antoniobanderas ajmeijer arseniocastellanos comedy crime drama stevensoderbergh garyoldman antoniobanderas ajmeijer arseniocastellanos panama city law partners exploiting widow investigates insurance fraud financial system chasing leads world pair 
Child's Play,drama horror sci-fi larsklevberg timmatheson bendaon zahraanderson sergejaswal drama horror sci-fi larsklevberg timmatheson bendaon zahraanderson sergejaswal toy doll sinister nature old son mother gives year unaware birthday 13 
Ma,horror mystery thriller tatetaylor octaviaspencer dianasilvers juliettelewis mckaleymiller horror mystery thriller tatetaylor octaviaspencer dianasilvers juliettelewis mckaleymiller things start happening lonely woman befriends kids think teenagers question party make luck let intention house host group get decides better 
Cats,comedy drama family tomhooper jamescorden judidench jasonderulo idriselba comedy drama family tomhooper jamescorden judidench jasonderulo idriselba jellicles must decide yearly new jellicle life heaviside layer come back cats called tribe one ascend 
In the Shadow of the Moon,crime mystery sci-fi jimmickle boydholbrook cleopatracoleman bokeemwoodbine michaelc.hall crime mystery sci-fi jimmickle boydholbrook cleopatracoleman bokeemwoodbine michaelc.hall mysterious serial killer whose crimes defy explanation philadelphia police officer struggles lifelong obsession track 
Vivarium,comedy horror mystery lorcanfinnegan imogenpoots danielleryan mollymccann jesseeisenberg comedy horror mystery lorcanfinnegan imogenpoots danielleryan mollymccann jesseeisenberg young couple looking perfect home find mysterious labyrinth like neighborhood identical houses trapped 
Judy,biography drama romance rupertgoold renéezellweger jessiebuckley finnwittrock rufussewell biography drama romance rupertgoold renéezellweger jessiebuckley finnwittrock rufussewell legendary performer judy garland arrives winter sold series perform london concerts 1968 
Guns Akimbo,action comedy thriller jasonleihowden danielradcliffe samaraweaving neddennehy natashaliubordizzo action comedy thriller jasonleihowden danielradcliffe samaraweaving neddennehy natashaliubordizzo acquired gladiator skills guy relies save newly kidnappers girlfriend ex 
Stuber,action comedy crime michaeldowse davebautista kumailnanjiani mirasorvino nataliemorales action comedy crime michaeldowse davebautista kumailnanjiani mirasorvino nataliemorales unexpected night uber driver detective recruits adventure 
Downton Abbey,drama romance michaelengler stephencampbellmoore michaelfox lesleynicol sophiemcshera drama romance michaelengler stephencampbellmoore michaelfox lesleynicol sophiemcshera early twentieth century wealthy owners large estate english countryside crawley family continuing story 
After,drama romance jennygage josephinelangford herofiennestiffin khadijharedthunder dylanarnold drama romance jennygage josephinelangford herofiennestiffin khadijharedthunder dylanarnold young woman falls two embark rocky relationship dark secret anna todd novel guy based 
The Dirt,biography comedy drama jefftremaine douglasbooth iwanrheon machinegunkelly danielwebber biography comedy drama jefftremaine douglasbooth iwanrheon machinegunkelly danielwebber four misfits rise unflinching tale mötley crüe international fame bestselling autobiography success streets hollywood heights film excess based 
The Curse of la Llorona,horror mystery thriller michaelchaves lindacardellini raymondcruz patriciavelasquez marisolramirez horror mystery thriller michaelchaves lindacardellini raymondcruz patriciavelasquez marisolramirez troubled mother suspected frightening supernatural realm soon drawn social worker small kids eerie warning child endangerment ignoring 
Togo,adventure biography drama ericsoncore willemdafoe juliannenicholson christopherheyerdahl richarddormer adventure biography drama ericsoncore willemdafoe juliannenicholson christopherheyerdahl richarddormer 1925 serum run yet sled dog intense race weak togo story small led lead considered 
The Silence,"drama horror sci-fi johnr.leonetti stanleytucci kiernanshipka mirandaotto katetrotter drama horror sci-fi johnr.leonetti stanleytucci kiernanshipka mirandaotto katetrotter year old ally andrews kiernan shipka ), family seek refuge terrifying creatures human prey world sound remote lost hunt hearing attack 16 13 "
Spies in Disguise,animation action adventure nickbruno troyquane rachelbrosnahan jarrettbruno clairecrosby toruuchikado animation action adventure nickbruno troyquane rachelbrosnahan jarrettbruno clairecrosby toruuchikado nerdy tech officer must rely best spy world turned save pigeon 
The Professor and the Madman,biography drama farhadsafinia melgibson seanpenn eddiemarsan nataliedormer biography drama farhadsafinia melgibson seanpenn eddiemarsan nataliedormer professor james murray begins work compiling words broadmoor criminal lunatic asylum oxford english dictionary william minor first edition 19th century 000 entries receives patient mid dr 10 
I See You,crime drama horror adamrandall helenhunt jontenney owenteague judahlewis crime drama horror adamrandall helenhunt jontenney owenteague judahlewis strange occurrences plague small town detective young boy investigates family disappearance 
Serenity,drama mystery thriller stevenknight matthewmcconaughey annehathaway dianelane jasonclarke drama mystery thriller stevenknight matthewmcconaughey annehathaway dianelane jasonclarke fishing boat captain juggles facing mysterious past seems reality nothing finding ensnared 
Color Out of Space,horror mystery sci-fi richardstanley nicolascage joelyrichardson madeleinearthur elliotknight horror mystery sci-fi richardstanley nicolascage joelyrichardson madeleinearthur elliotknight strange meteorite secluded farm family living apocalyptic consequences world struck possibly 
Official Secrets,biography crime drama gavinhood keiraknightley mattsmith matthewgoode rhysifans biography crime drama gavinhood keiraknightley mattsmith matthewgoode rhysifans illegal nsa spy operation designed un security council true story leaked information british whistleblower 2003 invasion sanctioning push press iraq 
The Report,biography crime drama scottz.burns adamdriver annettebening jonhamm tedlevine biography crime drama scottz.burns adamdriver annettebening jonhamm tedlevine idealistic senate staffer daniel j uncovers shocking secrets post 9 interrogation program 11 detention tasked lead jones investigation cia boss 
The Lodge,drama horror thriller severinfiala veronikafranz rileykeough jaedenmartell liamchugh richardarmitage drama horror thriller severinfiala veronikafranz rileykeough jaedenmartell liamchugh richardarmitage frightening events take place remote holiday village two children relations begin trio thaw strange stepmom soon snowed fiancé 
Code 8,action crime drama jeffchan karimatchett robbieamell pennyeizenga lawrencebayne action crime drama jeffchan karimatchett robbieamell pennyeizenga lawrencebayne powered construction worker falls ill mother super raise order help group funds criminals 
Tolkien,biography drama romance domekarukoski nicholashoult lilycollins colmmeaney derekjacobi biography drama romance domekarukoski nicholashoult lilycollins colmmeaney derekjacobi orphaned author j artistic inspiration among formative years finds friendship fellow outcasts tolkien school r love group 
Bad Education,biography comedy crime coryfinley hughjackman rayromano welkerwhite allisonjanney biography comedy crime coryfinley hughjackman rayromano welkerwhite allisonjanney single largest public school embezzlement scandal roslyn school district relatives become prime suspects new york beloved superintendent american history unfolding staff friends 
The Perfect Date,comedy romance chrisnelson noahcentineo lauramarano odiseasgeorgiadis camilamendes comedy romance chrisnelson noahcentineo lauramarano odiseasgeorgiadis camilamendes brooks rattigan creates perfect stand save play pay occasion college boyfriend app anyone 
A Rainy Day in New York,comedy romance woodyallen timothéechalamet ellefanning lievschreiber suzannesmith comedy romance woodyallen timothéechalamet ellefanning lievschreiber suzannesmith young couple arrives new york bad weather weekend series met adventures 
Gully Boy,drama music romance zoyaakhtar vijayvarma nakulroshansahdev ranveersingh vijayraaz drama music romance zoyaakhtar vijayvarma nakulroshansahdev ranveersingh vijayraaz age story based street rappers mumbai lives coming 
The Vast of Night,drama mystery sci-fi andrewpatterson sierramccormick jakehorowitz gailcronauer brucedavis drama mystery sci-fi andrewpatterson sierramccormick jakehorowitz gailcronauer brucedavis strange audio frequency radio dj discover switchboard operator one night new mexico late 1950s future forever could change 
IO,adventure drama sci-fi jonathanhelpert margaretqualley anthonymackie dannyhuston tompayne adventure drama sci-fi jonathanhelpert margaretqualley anthonymackie dannyhuston tompayne young scientist searches last shuttle dying earth way save racing planet man finds connection catch 
The Boy Who Harnessed the Wind,biography drama history chiwetelejiofor chiwetelejiofor maxwellsimba felixlemburo robertagengo biography drama history chiwetelejiofor chiwetelejiofor maxwellsimba felixlemburo robertagengo unconventional way old boy malawi invents year village thirteen save odds famine family 
Abominable,animation adventure comedy jillculton toddwilderman chloebennet alberttsai tenzingnorgaytrainor josephizzo animation adventure comedy jillculton toddwilderman chloebennet alberttsai tenzingnorgaytrainor josephizzo three teenagers must help yeti return wealthy man zoologist want needs family avoiding 
Late Night,comedy drama nishaganatra emmathompson mindykaling johnlithgow hughdancy comedy drama nishaganatra emmathompson mindykaling johnlithgow hughdancy late night talk show host suspects may soon lose running show long 
The Art of Self-Defense,action comedy crime rileystearns jesseeisenberg alessandronivola imogenpoots steveterada action comedy crime rileystearns jesseeisenberg alessandronivola imogenpoots steveterada young man enlists mysterious sensei local dojo future threats street led learn effort defend charismatic attacked 
Eli,drama horror mystery ciaránfoy charlieshotwell kellyreilly maxmartini lilitaylor drama horror mystery ciaránfoy charlieshotwell kellyreilly maxmartini lilitaylor immune disorder discovers boy receiving treatment thought safe living house auto 
Honey Boy,drama almahar'el shialabeouf lucashedges noahjupe byronbowers drama almahar'el shialabeouf lucashedges noahjupe byronbowers early adult years young actor stormy childhood mental health struggles reconcile father deal 
The Addams Family,animation comedy family gregtiernan conradvernon oscarisaac charlizetheron chloëgracemoretz finnwolfhard animation comedy family gregtiernan conradvernon oscarisaac charlizetheron chloëgracemoretz finnwolfhard conformist local reality show host exacerbates conflict eccentrically macabre family moves wednesday addams bland suburb hostile friendship families daughter 
The Good Liar,crime drama mystery billcondon helenmirren ianmckellen russelltovey jimcarter crime drama mystery billcondon helenmirren ianmckellen russelltovey jimcarter consummate con man roy courtnay recently widowed betty mcleish simple swindle escalates worth millions ultimate stakes mouse game latest mark time sights set cat 
The Aeronauts,action adventure drama tomharper felicityjones eddieredmayne himeshpatel vincentperez action adventure drama tomharper felicityjones eddieredmayne himeshpatel vincentperez scientist find make discoveries gas balloon balloon pilot survival fight attempting 1860s 
Countdown,horror thriller justindec elizabethlail jordancalloway talithaelianabateman peterfacinelli horror thriller justindec elizabethlail jordancalloway talithaelianabateman peterfacinelli time runs three days nurse downloads must find figure haunting clock ticking way tells save predict person moment live life die claims app 
The Wandering Earth,action adventure sci-fi frantgwo jingwu chuxiaoqu guangjieli man-tatng action adventure sci-fi frantgwo jingwu chuxiaoqu guangjieli man-tatng world build giant planet thrusters wandering earth fight hard year journey comes new star system sail earth move earth unexpected dangers save humanity young people people yet survival sun order orbit humankind group dying around age 2500 
Between Two Ferns: The Movie,comedy scottaukerman zachgalifianakis matthewmcconaughey rekhashankar oliviamekdara comedy scottaukerman zachgalifianakis matthewmcconaughey rekhashankar oliviamekdara profile celebrity interviews oddball crew take zach galifianakis road trip series high complete 
The Informer,action crime drama andreadistefano joelkinnaman rosamundpike common mateuszkosciukiewicz action crime drama andreadistefano joelkinnaman rosamundpike common mateuszkosciukiewicz convict working undercover intentionally gets maximum security prison order mob infiltrate incarcerated ex 
Ip Man 4: The Finale,action biography drama wilsonyip donnieyen scottadkins dannykwok-kwanchan vannesswu action biography drama wilsonyip donnieyen scottadkins dannykwok-kwanchan vannesswu local martial arts community kung fu master travels wing chun school upset u student opening 
The Art of Racing in the Rain,comedy drama romance simoncurtis kevincostner miloventimiglia jackieminns marcushondro comedy drama romance simoncurtis kevincostner miloventimiglia jackieminns marcushondro aspiring formula one race car driver denny golden retriever enzo learns techniques needed successfully navigate used racetrack owner life journey bond also 
Queen & Slim,crime drama romance melinamatsoukas danielkaluuya jodieturner-smith bokeemwoodbine chloësevigny crime drama romance melinamatsoukas danielkaluuya jodieturner-smith bokeemwoodbine chloësevigny police officer pulls first date takes unexpected turn couple 
Dora and the Lost City of Gold,adventure comedy family jamesbobin isabelamerced eugenioderbez michaelpeña evalongoria adventure comedy family jamesbobin isabelamerced eugenioderbez michaelpeña evalongoria teenage explorer mystery behind lost city solve save parents leads gold friends dora adventure 
What Men Want,comedy fantasy romance adamshankman tarajip.henson kristenledlow joshbrener kellanlutz comedy fantasy romance adamshankman tarajip.henson kristenledlow joshbrener kellanlutz male sports agents unexpected edge hear men woman thoughts profession gains develops boxed ability 
The Red Sea Diving Resort,drama history thriller gideonraff mbulelogrootboom sizomahlangu michaelkennethwilliams masasambangeni drama history thriller gideonraff mbulelogrootboom sizomahlangu michaelkennethwilliams masasambangeni rescue ethiopian jewish refugees mossad agents attempt sudan israel 1979 
The Prodigy,fantasy horror mystery nicholasmccarthy taylorschilling jacksonrobertscott petermooney colmfeore fantasy horror mystery nicholasmccarthy taylorschilling jacksonrobertscott petermooney colmfeore disturbing behavior thinks something supernatural may young son mother concerned affecting 
The Outpost,action drama history rodlurie scotteastwood caleblandryjones orlandobloom jackkesy action drama history rodlurie scotteastwood caleblandryjones orlandobloom jackkesy taliban fighters soldiers battle small team u hundreds afghanistan 
7500,action drama thriller patrickvollrath josephgordon-levitt omidmemar aylintezel carlokitzlinger action drama thriller patrickvollrath josephgordon-levitt omidmemar aylintezel carlokitzlinger spoken american co terrorists try surprising connection seize control pilot struggles paris flight soft save passengers one lives hijackers forging crew berlin 
Missing Link,animation adventure comedy chrisbutler hughjackman davidwalliams stephenfry mattlucas animation adventure comedy chrisbutler hughjackman davidwalliams stephenfry mattlucas link recruits explorer sir lionel frost adventurer adelina fortnight new friend lost relatives fabled valley explorers travel help find help world trio shangri mr long la along 
The Angry Birds Movie 2,animation adventure comedy thuropvanorman johnrice jasonsudeikis joshgad lesliejones billhader animation adventure comedy thuropvanorman johnrice jasonsudeikis joshgad lesliejones billhader scheming green pigs take next level flightless birds feud 
Bacurau,adventure horror mystery julianodornelles klebermendonçafilho bárbaracolen thomasaquino silveropereira thardellylima adventure horror mystery julianodornelles klebermendonçafilho bárbaracolen thomasaquino silveropereira thardellylima teresa comes home sinister events matriarchal village future brazil succession residents near mobilizes grandmother find death 
Haunt,horror thriller scottbeck bryanwoods katiestevens willbrittain laurynalisamcclain andrewlewiscaldwell horror thriller scottbeck bryanwoods katiestevens willbrittain laurynalisamcclain andrewlewiscaldwell night turns deadly horrifying realization haunted house friends encounter darkest fears real promises nightmares halloween group feed extreme come 
Mosul,action drama war matthewmichaelcarnahan waleedelgadi hayatkamille thaeral-shayei suhaildabbach action drama war matthewmichaelcarnahan waleedelgadi hayatkamille thaeral-shayei suhaildabbach police unit mosul fight isis militants iraqi city thousands liberate 
Jexi,comedy romance sci-fi jonlucas scottmoore adamdevine alexandrashipp rosebyrne ronfunches comedy romance sci-fi jonlucas scottmoore adamdevine alexandrashipp rosebyrne ronfunches phil makes top 10 pop lists new phone includes ai helper jexi social life cellphone siri work improves friend controls 
Close,action drama thriller vickyjewson noomirapace oliviajewson abdellatifchaouqi sophienélisse action drama thriller vickyjewson noomirapace oliviajewson abdellatifchaouqi sophienélisse female bodyguard run protect hired heiress assassins 
47 Meters Down: Uncaged,adventure drama horror johannesroberts sophienélisse corinnefoxx briannetju sistinerosestallone adventure drama horror johannesroberts sophienélisse corinnefoxx briannetju sistinerosestallone ruined underwater city quickly learn two sisters diving deadliest shark species submerged caves claustrophobic labyrinth territory entered 
Harriet,action biography drama kasilemmons cynthiaerivo janellemonáe leslieodomjr. joealwyn action biography drama kasilemmons cynthiaerivo janellemonáe leslieodomjr. joealwyn tenacity freed hundreds whose courage harriet tubman greatest heroes extraordinary tale transformation slaves slavery one ingenuity history escape course changed america 
Blinded by the Light,comedy drama music gurinderchadha billybarratt ronaksinghchadhaberges viveikkalra leebarnett comedy drama music gurinderchadha billybarratt ronaksinghchadhaberges viveikkalra leebarnett american rock star bruce springsteen asian family learns family voice understand teenager music live life find england 1987 
Jay and Silent Bob Reboot,action adventure comedy kevinsmith joeylaurenadams benaffleck fredarmisen diedrichbader action adventure comedy kevinsmith joeylaurenadams benaffleck fredarmisen diedrichbader silent bob inadvertently sign away way jay discovers new bluntman chronic movie jay stop rights names made hollywood head film father along 
A Dog's Journey,adventure comedy drama gailmancuso joshgad dennisquaid kathrynprescott marghelgenberger adventure comedy drama gailmancuso joshgad dennisquaid kathrynprescott marghelgenberger dog finds meets meaning lives humans existence 
A Hidden Life,biography drama romance terrencemalick augustdiehl valeriepachner mariasimon karinneuhäuser biography drama romance terrencemalick augustdiehl valeriepachner mariasimon karinneuhäuser world war ii austrian franz jägerstätter conscientious objector refuses nazis fight 
The Beach Bum,comedy harmonykorine matthewmcconaughey snoopdogg islafisher stefanialavieowen comedy harmonykorine matthewmcconaughey snoopdogg islafisher stefanialavieowen rebellious stoner named moondog lives life rules 
Wine Country,adventure comedy drama amypoehler amypoehler racheldratch anagasteyer mayarudolph adventure comedy drama amypoehler amypoehler racheldratch anagasteyer mayarudolph long time friends reunite revisit past choices director amy poehler napa valley heartfelt comedy vacation hilarious group 
Waves,drama romance sport treyedwardshults kelvinharrisonjr. lucashedges taylorrussell alexademie drama romance sport treyedwardshults kelvinharrisonjr. lucashedges taylorrussell alexademie suburban family navigate love domineering father coming together well traces loss led journey intentioned forgiveness aftermath 
Secret Obsession,thriller petersullivan brendasong mikevogel dennishaysbert ashleyscott thriller petersullivan brendasong mikevogel dennishaysbert ashleyscott jennifer remains trauma returns remember recuperating life danger 
Synchronic,drama sci-fi thriller justinbenson aaronmoorhead anthonymackie jamiedornan katieaselton allyioannides drama sci-fi thriller justinbenson aaronmoorhead anthonymackie jamiedornan katieaselton allyioannides two new orleans paramedics horrific deaths linked ripped apart otherworldly effects designer drug series lives encounter bizarre 
Someone Great,comedy romance jenniferkaytinrobinson ginarodriguez lakeithstanfield brittanysnow dewandawise comedy romance jenniferkaytinrobinson ginarodriguez lakeithstanfield brittanysnow dewandawise jenny enjoys one last nyc adventure two best pals someone great romantic comedy female friendship everlasting bond devastating break country move love loss growth eve cross 
Tall Girl,comedy drama family nzinghastewart avamichelle griffingluck sabrinacarpenter parisberelc comedy drama family nzinghastewart avamichelle griffingluck sabrinacarpenter parisberelc always felt uncomfortable jodi finally decides tallest girl stand tall made fun high school avoiding attention jodi years slouching skin find costs confidence 
Rim of the World,action adventure comedy mcg jackgore miyacech benjaminfloresjr. alessioscalzotto action adventure comedy mcg jackgore miyacech benjaminfloresjr. alessioscalzotto four misfit campers must band together alien invasion world save order fears conquer 
Let It Snow,comedy romance lukesnellin isabelamerced shameikmoore odeyarush livhewson comedy romance lukesnellin isabelamerced shameikmoore odeyarush livhewson snowstorm brings together young people small town christmas eve group 
