title,bagofwords
Greenberg,comedy drama romance noahbaumbach benstiller gretagerwig jenniferjasonleigh rhysifans comedy drama romance noahbaumbach benstiller gretagerwig jenniferjasonleigh rhysifans new york years ago soon sparks los angeles sits returns moved man life l house figure brother assistant 
Rubber,comedy fantasy horror quentindupieux stephenspinella roxanemesquida wingshauser jackplotnick comedy fantasy horror quentindupieux stephenspinella roxanemesquida wingshauser jackplotnick mysterious woman becomes homicidal car tire destructive psionic power desert town sights sets obsession discovering 
The Illusionist,animation drama fantasy sylvainchomet jean-claudedonda eilidhrankin duncanmacneil raymondmearns animation drama fantasy sylvainchomet jean-claudedonda eilidhrankin duncanmacneil raymondmearns french illusionist finds ensuing adventure changes young woman lives forever work travels scotland meets 
Cyrus,comedy drama romance jayduplass markduplass johnc.reilly marisatomei jonahhill catherinekeener comedy drama romance jayduplass markduplass johnc.reilly marisatomei jonahhill catherinekeener divorced middle aged man son ... cyrus single mother meet small relationship meet molly friends party molly start john 
The Killer Inside Me,crime drama thriller michaelwinterbottom caseyaffleck katehudson jessicaalba nedbeatty crime drama thriller michaelwinterbottom caseyaffleck katehudson jessicaalba nedbeatty west texas deputy sheriff slowly unmasked psychotic killer 
6 Souls,horror mystery thriller månsmårlind björnstein juliannemoore jonathanrhysmeyers jeffreydemunn francesconroy horror mystery thriller månsmårlind björnstein juliannemoore jonathanrhysmeyers jeffreydemunn francesconroy forensic psychiatrist discovers murder victims multiple personalities time patient one happening finished find 
The Whistleblower,biography crime drama larysakondracki rachelweisz monicabellucci vanessaredgrave davidstrathairn biography crime drama larysakondracki rachelweisz monicabellucci vanessaredgrave davidstrathairn sex trafficking scandal war bosnia nebraska cop kathryn bolkovac drama based u served post peacekeeper outed n experiences covering 
The Way,"comedy drama emilioestevez martinsheen emilioestevez deborahkaraunger yorickvanwageningen comedy drama emilioestevez martinsheen emilioestevez deborahkaraunger yorickvanwageningen el camino de santiago ,"" father heads overseas estranged son traveling take recover pilgrimage died decides body "
"Tomorrow, When the War Began",action adventure drama stuartbeattie caitlinstasey rachelhurd-wood lincolnlewis denizakdeniz action adventure drama stuartbeattie caitlinstasey rachelhurd-wood lincolnlewis denizakdeniz eight unlikely teenagers band together taken invaded fight families country 
Nanny McPhee Returns,comedy family fantasy susannawhite emmathompson maggiegyllenhaal ralphfiennes oscarsteer comedy family fantasy susannawhite emmathompson maggiegyllenhaal ralphfiennes oscarsteer two spoiled cousins five new lessons nanny mcphee arrives harried young mother family farm woman war uses trying though teach run magic husband help children away 
Happythankyoumoreplease,comedy drama romance joshradnor joshradnor malinakerman zoekazan michaelalgieri comedy drama romance joshradnor joshradnor malinakerman zoekazan michaelalgieri young people ways struggling truly growing reflexive cynicism generational moment tiring means loved love define cusp connect captures 
Another Year,comedy drama mikeleigh jimbroadbent ruthsheen lesleymanville olivermaltman comedy drama mikeleigh jimbroadbent ruthsheen lesleymanville olivermaltman happily married couple four seasons relationships look lives friends family 
The Conspirator,crime drama history robertredford robinwright jamesmcavoy tomwilkinson kevinkline crime drama history robertredford robinwright jamesmcavoy tomwilkinson kevinkline whole nation turns lone female charged reluctant lawyer mary surratt assassination trial abraham lincoln uncover truth save rely life forced conspirator co 
Heartbeats,drama romance xavierdolan xavierdolan moniachokri nielsschneider annedorval drama romance xavierdolan xavierdolan moniachokri nielsschneider annedorval three close friends triangle story love involved 
Rare Exports,adventure fantasy horror jalmarihelander jormatommila onnitommila peeterjakobi tommikorpela adventure fantasy horror jalmarihelander jormatommila onnitommila peeterjakobi tommikorpela closest ever guarded secret 486 meters deep santa claus korvatunturi mountains christmas everyone christmas time lies dig depths come believe 
Secretariat,biography drama family randallwallace dianelane johnmalkovich margomartindale nelsanellis biography drama family randallwallace dianelane johnmalkovich margomartindale nelsanellis penny chenery tweedy unbeaten record triple crown precocious stallion colleagues guide winning shot set long 1973 
Tekken,action crime drama dwighth.little jonathanpatrickfoo kellyoverton cary-hiroyukitagawa iananthonydale action crime drama dwighth.little jonathanpatrickfoo kellyoverton cary-hiroyukitagawa iananthonydale jin kazama witnesses slums known tekken id mother jun tekken mother vengeance seek finding decides death anvil 
The Perfect Host,comedy crime thriller nicktomnay davidhydepierce claynecrawford nathanielparker tyreesallen comedy crime thriller nicktomnay davidhydepierce claynecrawford nathanielparker tyreesallen temporary cover finds run convict looking colorful character house 
Heartbreaker,comedy romance pascalchaumeil romainduris vanessaparadis julieferrier françoisdamiens comedy romance pascalchaumeil romainduris vanessaparadis julieferrier françoisdamiens sister run rich man one week business designed wedding relationships problem hired daughter break alex 
The Warrior's Way,action fantasy western sngmoolee jangdong-gun katebosworth geoffreyrush dannyhuston action fantasy western sngmoolee jangdong-gun katebosworth geoffreyrush dannyhuston small town american badlands warrior refusing mission hide forced assassin 
Vanishing on 7th Street,horror mystery thriller bradanderson haydenchristensen thandiwenewton johnleguizamo jacoblatimore horror mystery thriller bradanderson haydenchristensen thandiwenewton johnleguizamo jacoblatimore almost completely disappeared daylight disappears remain realize population detroit dark coming 
Barney's Version,comedy drama richardj.lewis paulgiamatti rosamundpike jakehoffman machagrenon comedy drama richardj.lewis paulgiamatti rosamundpike jakehoffman machagrenon fearlessly blunt barney panofsky fully lived life touching story politically incorrect picaresque irascible impulsive 
Welcome to the Rileys,drama jakescott jamesgandolfini kristenstewart melissaleo davidjensen drama jakescott jamesgandolfini kristenstewart melissaleo davidjensen damaged man seeks salvation wayward young woman new orleans business trip caring 
Boy,comedy drama taikawaititi jamesrolleston teahoeketone-whitu taikawaititi moerangitihore comedy drama taikawaititi jamesrolleston teahoeketone-whitu taikawaititi moerangitihore devout michael jackson fan buried years ago absentee criminal father old child new zealand east coast year set returned money know gets find chance boy bag 1984 11 
Room in Rome,drama romance juliomedem elenaanaya natashayarovenko enricoloverso najwanimri drama romance juliomedem elenaanaya natashayarovenko enricoloverso najwanimri recently acquainted women two young rome serves physical adventure hotel room touches souls setting center 
Certified Copy,drama romance abbaskiarostami juliettebinoche williamshimell jean-claudecarrière agathenatanson drama romance abbaskiarostami juliettebinoche williamshimell jean-claudecarrière agathenatanson chance question reveals something deeper aged british writer meets latest book french woman village tuscany promote middle lucignano leads 
Birdemic: Shock and Terror,horror thriller jamesnguyen alanbagh whitneymoore tippihedren janaecaster horror thriller jamesnguyen alanbagh whitneymoore tippihedren janaecaster mutated birds descends upon two citizens manage half moon bay death toll rising survive birdemic quiet town fight back horde california 
The Trip,comedy drama michaelwinterbottom stevecoogan robbrydon rebeccajohnson elodieharrod comedy drama michaelwinterbottom stevecoogan robbrydon rebeccajohnson elodieharrod steve coogan rob brydon must take girlfriend backs finest restaurants eternal aggravation best friend tour source observer country asked 
I'm Still Here,comedy drama music caseyaffleck joaquinphoenix antonylangdon careyperloff larrymchale comedy drama music caseyaffleck joaquinphoenix antonylangdon careyperloff larrymchale documents joaquin phoenix aspiring rapper acting world transition career 
Tamara Drewe,comedy drama romance stephenfrears gemmaarterton lukeevans dominiccooper rogerallam comedy drama romance stephenfrears gemmaarterton lukeevans dominiccooper rogerallam young newspaper writer returns english countryside childhood home sale prepped hometown 
Yogi Bear,animation adventure comedy ericbrevig danaykroyd justintimberlake annafaris tomcavanagh animation adventure comedy ericbrevig danaykroyd justintimberlake annafaris tomcavanagh soon crosses paths documentary filmmaker travels yogi bear ranger smith jellystone park sidekick boo boo shoot project 
The Extraordinary Adventures of Adèle Blanc-Sec,action adventure comedy lucbesson louisebourgoin mathieuamalric gilleslellouche jean-paulrouve action adventure comedy lucbesson louisebourgoin mathieuamalric gilleslellouche jean-paulrouve popular novelist early part adventure set 20th century would suitors monsters focused distractions dealings cops 
Cemetery Junction,comedy drama rickygervais stephenmerchant christiancooke felicityjones tomhughes jackdoolan comedy drama rickygervais stephenmerchant christiancooke felicityjones tomhughes jackdoolan three young working class friends set comedy centered dreary suburb reading 1970s 
My Soul to Take,horror mystery thriller wescraven maxthieriot johnmagaro denzelwhitaker zenagrey horror mystery thriller wescraven maxthieriot johnmagaro denzelwhitaker zenagrey stalk seven children serial killer returns allegedly put share rest hometown date birthday 
Waiting for Forever,comedy drama romance jameskeach rachelbilson tomsturridge richardjenkins blythedanner comedy drama romance jameskeach rachelbilson tomsturridge richardjenkins blythedanner set romantic tale young actress job yet life without life love live hollywood guy content 
Burke and Hare,comedy crime history johnlandis billbailey tomwilkinson michaelsmiley timcurry comedy crime history johnlandis billbailey tomwilkinson michaelsmiley timcurry two nineteenth century grave robbers lucrative business providing cadavers edinburgh medical school black comedy find 
Bunraku,action drama thriller guymoshe joshhartnett demimoore woodyharrelson gackt action drama thriller guymoshe joshhartnett demimoore woodyharrelson gackt young man originally bargained life searching bigger challenge story spent revenge find 
Henry's Crime,comedy crime drama malcolmvenville keanureeves verafarmiga jamescaan judygreer comedy crime drama malcolmvenville keanureeves verafarmiga jamescaan judygreer sent away con targets robbing released prison ex crime commit bank 
The Reef,adventure drama horror andrewtraucki damianwalshe-howling gytongrantley adriennepickering zoenaylor adventure drama horror andrewtraucki damianwalshe-howling gytongrantley adriennepickering zoenaylor great white shark hunts great barrier reef capsized sailboat along crew 
Ramona and Beezus,comedy drama family elizabethallenrosenbaum joeyking selenagomez bridgetmoynahan johncorbett comedy drama family elizabethallenrosenbaum joeyking selenagomez bridgetmoynahan johncorbett adventurous young girl uses quickly spinning reality reach imagination escape 
Guzaarish,drama romance sanjayleelabhansali hrithikroshan aishwaryaraibachchan shernazpatel adityaroykapoor drama romance sanjayleelabhansali hrithikroshan aishwaryaraibachchan shernazpatel adityaroykapoor magician rendered paralyzed sets petition makes life furor ethan end court accident 
Country Strong,drama music shanafeste garretthedlund gwynethpaltrow leightonmeester timmcgraw drama music shanafeste garretthedlund gwynethpaltrow leightonmeester timmcgraw causing romantic complications along music songwriter works rising country fallen star work way fame 
Snabba Cash,action crime drama danielespinosa joelkinnaman matiasvarela dragomirmrsic lisahenni action crime drama danielespinosa joelkinnaman matiasvarela dragomirmrsic lisahenni mafia enforcer mrado fate becomes tied serbian mafia jw becomes drug runner double life two run police order men maintain jorge hunt fugitive 
Casino Jack,biography comedy crime georgehickenlooper kevinspacey barrypepper jonlovitz ruthmarshall biography comedy crime georgehickenlooper kevinspacey barrypepper jonlovitz ruthmarshall hot shot washington dc lobbyist peddle influence lead protégé go schemes murder hard corruption 
And Soon the Darkness,drama horror mystery marcosefron amberheard odetteannable karlurban adrianabarraza drama horror mystery marcosefron amberheard odetteannable karlurban adrianabarraza two american girls worst fears remote part must find goes missing bike trip argentina split realized one 
Rajneeti,crime drama thriller prakashjha ranbirkapoor ajaydevgn nanapatekar katrinakaif crime drama thriller prakashjha ranbirkapoor ajaydevgn nanapatekar katrinakaif powerful indian family returns power starts first taste educated scion corrupt path subcontinent american 
Elle s'appelait Sarah,drama war gillespaquet-brenner kristinscottthomas mélusinemayance nielsarestrup frédéricpierrot drama war gillespaquet-brenner kristinscottthomas mélusinemayance nielsarestrup frédéricpierrot young girl whose family life becoming entwined torn apart notorious vel journalist finds hiv roundup day paris modern 1942 
Extraordinary Measures,drama tomvaughan brendanfraser kerirussell harrisonford meredithdroeger drama tomvaughan brendanfraser kerirussell harrisonford meredithdroeger rare genetic disorder two children drama centered aileen crowley researcher might john find efforts cure 
Mother's Day,drama horror thriller darrenlynnbousman rebeccademornay jaimeking shawnashmore brianaevigan drama horror thriller darrenlynnbousman rebeccademornay jaimeking shawnashmore brianaevigan villainous family return new home owners childhood home sadistic members terrorize guests 
Furry Vengeance,comedy family rogerkumble brendanfraser brookeshields rickygarcia eugenecordero comedy family rogerkumble brendanfraser brookeshields rickygarcia eugenecordero new housing subdivision faces local woodland creatures unique group oregon wilderness homes disturbed estate developer want real protestors 
Wrecked,adventure drama mystery michaelgreenspan adrienbrody carolinedhavernas ryanrobbins adriang.griffiths adventure drama mystery michaelgreenspan adrienbrody carolinedhavernas ryanrobbins adriang.griffiths ravine must overcome incredible odds man wakes car wreck survive bottom 
Band Baaja Baaraat,comedy drama romance maneeshsharma ranveersingh anushkasharma ranjitbatra manurishichadha comedy drama romance maneeshsharma ranveersingh anushkasharma ranjitbatra manurishichadha wedding planning ka bijness process discover friendship bittoo become partners one another shruti love delhi 
Dylan Dog: Dead of Night,action comedy crime kevinmunroe brandonrouth anitabriem samhuntington tayediggs action comedy crime kevinmunroe brandonrouth anitabriem samhuntington tayediggs supernatural private investigator signature red shirt louisiana bayou dylan dog blue jeans black jacket seeks monsters adventures 
Made in Dagenham,biography comedy drama nigelcole sallyhawkins bobhoskins andreariseborough jaimewinstone biography comedy drama nigelcole sallyhawkins bobhoskins andreariseborough jaimewinstone ford dagenham car plant female workers walked sexual discrimination 1968 strike protest dramatization 
Five Minarets in New York,"action mahsunkirmizigül halukbilginer dannyglover ginagershon mahsunkirmizigül action mahsunkirmizigül halukbilginer dannyglover ginagershon mahsunkirmizigül ... see full summary » dangerous islamic leader codenamed two turkish anti new york city dajjal "", believed terrorist agents bring back working sent mission hiding find "
Marmaduke,animation comedy family tomdey owenwilson judygreer leepace emmastone animation comedy family tomdey owenwilson judygreer leepace emmastone yet lovable great dane suburban family moves wreak havoc oblivious way new neighborhood tendency large 
Cats & Dogs: The Revenge of Kitty Galore,animation action adventure bradpeyton bettemidler chriso'donnell jackmcbrayer jamesmarsden animation action adventure bradpeyton bettemidler chriso'donnell jackmcbrayer jamesmarsden rogue cat spy sinister plans join forces going war feline species thwart put hold conquest canine 
Tiny Furniture,comedy drama romance lenadunham lenadunham lauriesimmons gracedunham rachelhowe comedy drama romance lenadunham lenadunham lauriesimmons gracedunham rachelhowe recent college grad returns home tries life figure 
Just Wright,comedy romance sport sanaahamri queenlatifah common paulapatton jamespickensjr. comedy romance sport sanaahamri queenlatifah common paulapatton jamespickensjr. physical therapist falls threatening injury helping recover basketball player career 
Womb,drama romance sci-fi benedekfliegauf evagreen mattsmith lesleymanville peterwight drama romance sci-fi benedekfliegauf evagreen mattsmith lesleymanville peterwight consuming love forces unavoidable complexities dead beloved controversial decision woman manhood infancy faces clone bear 
Nothing to Declare,comedy danyboon benoîtpoelvoorde danyboon christelpedrinelli karinviard comedy danyboon benoîtpoelvoorde danyboon christelpedrinelli karinviard francophobe customs officer belge borders belge team frenchman franco forced elimination 90s 
Beyond the Black Rainbow,horror sci-fi thriller panoscosmatos evabourne michaeljrogers scotthylands rondelreynoldson horror sci-fi thriller panoscosmatos evabourne michaeljrogers scotthylands rondelreynoldson young woman tries quasifuturistic commune heavy sedation arboria institute way secluded make despite 
Alpha and Omega,animation adventure comedy anthonybell bengluck haydenpanettiere christinaricci justinlong dennishopper animation adventure comedy anthonybell bengluck haydenpanettiere christinaricci justinlong dennishopper two young wolves love complicates everything thrown together social order return home opposite ends foreign land pack need 
The Shrine,horror jonknautz aaronashmore cindysampson meghanheffern trevormatthews horror jonknautz aaronashmore cindysampson meghanheffern trevormatthews two female journalists photographer travel never expected mysterious disappearances struggle series kind investigate find evil europe embroiled 
Ong-bak 3,action tonyjaa pannarittikrai tonyjaa danchupong sarunyuwongkrachang primratadej-udom action tonyjaa pannarittikrai tonyjaa danchupong sarunyuwongkrachang primratadej-udom ong bak 2 evil new ruler prince tien fails beaten tien bring peace revenge rescued parents murder kingdom continuing 1440s 
Even the Rain,drama history icíarbollaín gaelgarcíabernal luistosar karraelejalde juancarlosaduviri drama history icíarbollaín gaelgarcíabernal luistosar karraelejalde juancarlosaduviri local people rise water supply crew shoot controversial film christopher columbus privatize plans director cochabamba bolivia 
Meek's Cutoff,adventure drama thriller kellyreichardt michellewilliams brucegreenwood pauldano willpatton adventure drama thriller kellyreichardt michellewilliams brucegreenwood pauldano willpatton settlers traveling oregon desert harsh conditions 1845 find stranded 
Hatchet II,action comedy horror adamgreen danielleharris kanehodder tonytodd parryshen action comedy horror adamgreen danielleharris kanehodder tonytodd parryshen butcher victor crowley end crowley marybeth escapes swamp returns reign hunters horror gunmen determined clutches bayou army 
Dhobi Ghat,drama kiranrao prateik monicadogra kritimalhotra aamirkhan drama kiranrao prateik monicadogra kritimalhotra aamirkhan four people intersect painter looking married immigrant home video washer wants turned photographer newly mumbai man lives journals inspiration experiences become banker actor 
Howl,biography drama romance robepstein jeffreyfriedman jamesfranco toddrotondi jonprescott aarontveit biography drama romance robepstein jeffreyfriedman jamesfranco toddrotondi jonprescott aarontveit allen ginsberg talks obscenity trial famous poem work life illustrated dramatized art animation 
The Outrage,action crime drama takeshikitano takeshikitano kippeishîna ryôkase fumiyokohinata action crime drama takeshikitano takeshikitano kippeishîna ryôkase fumiyokohinata major crime syndicate orders suffering subordinate rogue gang gets passed drug traffickers long line lieutenant job bring boss 
Kites,action drama romance anuragbasu hrithikroshan kabirbedi bárbaramori kanganaranaut action drama romance anuragbasu hrithikroshan kabirbedi bárbaramori kanganaranaut wounded man searches mexican desert bounty hunters sweetheart run police others 
Kaboom,comedy mystery romance greggaraki thomasdekker haleybennett chriszylka roxanemesquida comedy mystery romance greggaraki thomasdekker haleybennett chriszylka roxanemesquida prophetic dreams mates -- first sign college freshman undeclared strange something sexually involving going class clairvoyant center 
Daydream Nation,drama romance michaelgoldbach katdennings reecethompson andiemacdowell joshlucas drama romance michaelgoldbach katdennings reecethompson andiemacdowell joshlucas high school teacher stoner classmate small town love triangle city girl becomes entangled moves 
Peepli [Live],comedy drama anusharizvi mahmoodfarooqui omkardasmanikpuri raghuviryadav shalinivatsa farrukhjaffar comedy drama anusharizvi mahmoodfarooqui omkardasmanikpuri raghuviryadav shalinivatsa farrukhjaffar life invites attention impoverished farmer threat politicians media end 
Twelve,action crime drama joelschumacher chacecrawford emmaroberts roryculkin philipettinger action crime drama joelschumacher chacecrawford emmaroberts roryculkin philipettinger young drug dealer watches best friend arrested rolling life wake sees murder high dismantled crime cousin 
The Romantics,comedy drama romance galtniederhoffer katieholmes annapaquin joshduhamel malinakerman comedy drama romance galtniederhoffer katieholmes annapaquin joshduhamel malinakerman seven close friends reunite problems arise long rivalry friends wedding two maid honor groom bride 
Dog Pound,crime drama kimchapiron adambutcher shanekippel matthewmorales slimtwig crime drama kimchapiron adambutcher shanekippel matthewmorales slimtwig three juvenile delinquents encounter gang violence correctional facility staff sentenced inmates harassment death 
Please Give,comedy drama nicoleholofcener catherinekeener oliverplatt rebeccahall elizabethkeener comedy drama nicoleholofcener catherinekeener oliverplatt rebeccahall elizabethkeener wife butt heads new york city elderly woman couple owns lives husband granddaughters apartment 
StreetDance 3D,drama music romance maxgiwa daniapasquini nicholaburley richardwinsor ukweliroach frankharper drama music romance maxgiwa daniapasquini nicholaburley richardwinsor ukweliroach frankharper street dance championships royal dance school dance crew rehearsal space ballet dancers work win order forced exchange 
Peacock,drama thriller michaellander cillianmurphy elliotpage susansarandon joshlucas drama thriller michaellander cillianmurphy elliotpage susansarandon joshlucas rural nebraska gradually unveils train accident mystery involving bank clerk town 
A Cat in Paris,animation adventure comedy jean-loupfelicioli alaingagnol dominiqueblanc bernadettelafont brunosalomone jeanbenguigui animation adventure comedy jean-loupfelicioli alaingagnol dominiqueblanc bernadettelafont brunosalomone jeanbenguigui aide must come secret life little girl cat burglar cat zoe rescue paris lives gangster falls clutches 
The Final,drama horror thriller joeystewart marcdonato jaschawashington whitneyhoy justinarnold drama horror thriller joeystewart marcdonato jaschawashington whitneyhoy justinarnold high school outcasts get revenge torment students group 
Lottery Ticket,comedy erikwhite shadmoss brandont.jackson naturinaughton lorettadevine comedy erikwhite shadmoss brandont.jackson naturinaughton lorettadevine winning lottery ticket worth young man living opportunistic neighbors find kevin carson day weekend 370 million three survive projects holding 
Open Season 3,animation adventure comedy codycameron matthewj.munn nikafutterman maddietaylor andrésogliuzzo animation adventure comedy codycameron matthewj.munn nikafutterman maddietaylor andrésogliuzzo russian traveling circus friends rally home bring boog 
Dirty Girl,"comedy drama abesylvia junotemple jeremydozier millajovovich zachlasry comedy drama abesylvia junotemple jeremydozier millajovovich zachlasry flour called joan dirty girl ', walkman full running away high school gay clarke 80s tunes glorious danielle chubby bag 1987 "
4.3.2.1.,crime thriller noelclarke markdavis emmaroberts tamsinegerton ophelialovibond shanikawarren-markland crime thriller noelclarke markdavis emmaroberts tamsinegerton ophelialovibond shanikawarren-markland diamond thieves sends 3 days trip 3 friends collision course chance encounter 4 girls 2 cities working survive supermarket jo fate adventures 
The Bang Bang Club,biography drama history stevensilver ryanphillippe malinakerman taylorkitsch neelsvanjaarsveld biography drama history stevensilver ryanphillippe malinakerman taylorkitsch neelsvanjaarsveld four combat photographers capturing south africa life experiences final days drama based true apartheid 
Operation: Endgame,action comedy fouadmikati joeanderson robcorddry ellenbarkin odetteannable action comedy fouadmikati joeanderson robcorddry ellenbarkin odetteannable battle ensues among groups government spy teams underground facility boss assassinated 
Tere Bin Laden,comedy drama abhisheksharma alizafar pradhumansingh piyushmishra nikhilratnaparkhi comedy drama abhisheksharma alizafar pradhumansingh piyushmishra nikhilratnaparkhi fake bin laden video message reporter casts immigrate america act 
Legend of the Fist: The Return of Chen Zhen,action drama history andrewlau donnieyen alexahlstrom qishu anthonychau-sangwong action drama history andrewlau donnieyen alexahlstrom qishu anthonychau-sangwong long kill list night fights mob boss japanese masked japanese incl false name chen zhen believed dead 1930s shanghai returns joins info 
Altitude,horror mystery sci-fi kaareandrews jessicalowndes juliannaguill ryandonowho landonliboiron horror mystery sci-fi kaareandrews jessicalowndes juliannaguill ryandonowho landonliboiron four teenage friends find small plane climbing mysterious malfunction sends supernatural force rookie pilot deadly showdown trapped control 
The Housemaid,drama thriller sang-sooim jeondo-yeon jung-jaelee yuh-jungyoun wooseo drama thriller sang-sooim jeondo-yeon jung-jaelee yuh-jungyoun wooseo housemaid leads dark consequences man family affair 
Gainsbourg: A Heroic Life,biography drama music joannsfar ericelmosnino lucygordon laetitiacasta dougjones biography drama music joannsfar ericelmosnino lucygordon laetitiacasta dougjones french singer serge gainsbourg writing years successful song occupied paris 1940s nazi life growing glimpse death age 62 1991 1960s 
Shanghai,crime drama mystery mikaelhåfström johncusack gongli chowyun-fat davidmorse crime drama mystery mikaelhåfström johncusack gongli chowyun-fat davidmorse pearl harbor due 40s period piece revolves around american expat shanghai returns months friend death 
Harry Potter and the Deathly Hallows: Part 2,adventure drama fantasy davidyates danielradcliffe emmawatson rupertgrint michaelgambon adventure drama fantasy davidyates danielradcliffe emmawatson rupertgrint michaelgambon final battle rages remaining horcruxes hermione search dark lord voldemort ron hogwarts harry effort destroy 
The Intouchables,biography comedy drama oliviernakache érictoledano françoiscluzet omarsy anneleny audreyfleurot biography comedy drama oliviernakache érictoledano françoiscluzet omarsy anneleny audreyfleurot young man paragliding accident aristocrat hires quadriplegic projects caregiver becomes 
Thor,"action adventure fantasy kennethbranagh chrishemsworth anthonyhopkins natalieportman tomhiddleston action adventure fantasy kennethbranagh chrishemsworth anthonyhopkins natalieportman tomhiddleston soon becomes one live amongst humans arrogant god thor finest defenders earth ), powerful midgard cast asgard "
Captain America: The First Avenger,"action adventure sci-fi joejohnston chrisevans hugoweaving samuell.jackson hayleyatwell action adventure sci-fi joejohnston chrisevans hugoweaving samuell.jackson hayleyatwell soldier serum "". rejected military soldier captain america comes captain america war monger terrorist organization steve rogers transforms taking take super price dose attempts "
X-Men: First Class,action adventure sci-fi matthewvaughn jamesmcavoy michaelfassbender jenniferlawrence kevinbacon action adventure sci-fi matthewvaughn jamesmcavoy michaelfassbender jenniferlawrence kevinbacon superpowered humans charles xavier erik lensherr work together find others like vengeful pursuit life causes ambitious mutant erik schism ruined divide 1960s 
Drive,crime drama nicolaswindingrefn ryangosling careymulligan bryancranston albertbrooks crime drama nicolaswindingrefn ryangosling careymulligan bryancranston albertbrooks mysterious hollywood stuntman mechanic moonlights getaway driver trouble neighbor helps finds 
Limitless,sci-fi thriller neilburger bradleycooper annafriel abbiecornish robertdeniro sci-fi thriller neilburger bradleycooper annafriel abbiecornish robertdeniro struggling writer becomes new world mysterious pill many dangers financial wizard also puts access 100 user help enables brain abilities 
Rise of the Planet of the Apes,action drama sci-fi rupertwyatt jamesfranco andyserkis freidapinto karinkonoval action drama sci-fi rupertwyatt jamesfranco andyserkis freidapinto karinkonoval gives advanced intelligence substance designed brain repair ape uprising leads help chimpanzee 
Source Code,action drama mystery duncanjones jakegyllenhaal michellemonaghan verafarmiga jeffreywright action drama mystery duncanjones jakegyllenhaal michellemonaghan verafarmiga jeffreywright commuter train within 8 minutes experimental government program someone else soldier wakes part find discovers bomber body 
Pirates of the Caribbean: On Stranger Tides,action adventure fantasy robmarshall johnnydepp penélopecruz ianmcshane geoffreyrush action adventure fantasy robmarshall johnnydepp penélopecruz ianmcshane geoffreyrush jack sparrow elusive fountain barbossa embark youth quest find discover daughter blackbeard 
"Crazy, Stupid, Love.",comedy drama romance glennficarra johnrequa stevecarell ryangosling juliannemoore emmastone comedy drama romance glennficarra johnrequa stevecarell ryangosling juliannemoore emmastone life changes dramatically wife asks newfound friend aged husband seeks rediscover pick middle manhood learning jacob help girls divorce bars 
The Hangover Part II,comedy toddphillips bradleycooper zachgalifianakis edhelms justinbartha comedy toddphillips bradleycooper zachgalifianakis edhelms justinbartha goes seriously awry two years subdued pre las vegas doug jet bachelor party wedding brunch wedding thailand stu plan phil however alan 
Mission: Impossible - Ghost Protocol,action adventure thriller bradbird tomcruise jeremyrenner simonpegg paulapatton action adventure thriller bradbird tomcruise jeremyrenner simonpegg paulapatton causing ethan hunt new team go rogue shut organization name kremlin implicated imf clear bombing 
Warrior,action drama sport gavino'connor tomhardy nicknolte joeledgerton jennifermorrison action drama sport gavino'connor tomhardy nicknolte joeledgerton jennifermorrison alcoholic former boxer returns home mixed martial arts tournament youngest son older brother collision course trained puts path fighter father estranged competition 
The Help,drama tatetaylor emmastone violadavis octaviaspencer brycedallashoward drama tatetaylor emmastone violadavis octaviaspencer brycedallashoward civil rights movement african american maids white families daily basis book detailing aspiring author 1960s decides write work view point hardships go 
The Girl with the Dragon Tattoo,crime drama mystery davidfincher danielcraig rooneymara christopherplummer stellanskarsgård crime drama mystery davidfincher danielcraig rooneymara christopherplummer stellanskarsgård young computer hacker journalist mikael blomkvist lisbeth salander forty years woman search missing aided 
Sherlock Holmes: A Game of Shadows,action adventure mystery guyritchie robertdowneyjr. judelaw jaredharris rachelmcadams action adventure mystery guyritchie robertdowneyjr. judelaw jaredharris rachelmcadams random crimes across europe criminal mastermind professor moriarty detective sherlock holmes trail string carrying 
Horrible Bosses,comedy crime sethgordon jasonbateman charlieday jasonsudeikis stevewiebe comedy crime sethgordon jasonbateman charlieday jasonsudeikis stevewiebe three friends conspire awful bosses way standing realize murder happiness 
Midnight in Paris,comedy fantasy romance woodyallen owenwilson rachelmcadams kathybates kurtfuller comedy fantasy romance woodyallen owenwilson rachelmcadams kathybates kurtfuller nostalgic screenwriter finds mysteriously going back 1920s every day trip paris midnight fiancée family 
Transformers: Dark of the Moon,action adventure sci-fi michaelbay shialabeouf rosiehuntington-whiteley tyresegibson joshduhamel action adventure sci-fi michaelbay shialabeouf rosiehuntington-whiteley tyresegibson joshduhamel cybertronian spacecraft hidden autobots learn learn secrets reach race moon decepticons 
The Cabin in the Woods,horror mystery thriller drewgoddard kristenconnolly chrishemsworth annahutchison frankranz horror mystery thriller drewgoddard kristenconnolly chrishemsworth annahutchison frankranz five friends go truth behind remote cabin cabin woods get discovering break bargained 
Moneyball,biography drama sport bennettmiller bradpitt robinwright jonahhill philipseymourhoffman biography drama sport bennettmiller bradpitt robinwright jonahhill philipseymourhoffman general manager billy beane acquire new players successful attempt lean budget generated analysis employing computer baseball team oakland assemble 
